% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
5.663	1	5	567	4	49	6	209
5.663	2	19	567	4	62	28	2292
5.663	3	25	567	4	123	28	1479
5.664	1	3	567	5	58	6	209
5.664	1	5	567	5	49	6	209
5.664	2	19	567	5	62	28	2292
5.664	3	25	567	5	123	28	1479
5.665	1	3	567	6	58	6	209
5.665	1	5	567	6	49	6	209
5.665	2	19	567	6	62	28	2292
5.665	3	25	567	6	123	28	1479
5.666	3	25	567	7	123	28	1479
5.667	3	25	567	8	123	28	1479
5.668	1	5	567	9	49	28	1479
5.668	2	19	567	9	62	28	2292
5.668	3	25	567	9	123	28	1479
5.669	1	5	567	10	49	28	1479
5.669	2	19	567	10	62	28	2292
5.669	3	25	567	10	123	28	1479
5.67	1	5	568	1	49	28	1479
5.67	2	19	568	1	62	28	2292
5.67	3	25	568	1	123	28	1479
5.671	1	5	568	2	49	28	1479
5.671	2	19	568	2	62	28	2292
5.671	3	25	568	2	123	28	1479
5.672	1	5	568	3	49	28	1479
5.672	2	19	568	3	62	28	2292
5.672	3	25	568	3	123	28	1479
5.673	1	5	568	4	49	28	1479
5.673	2	19	568	4	62	28	2292
5.673	3	25	568	4	123	28	1479
5.674	1	5	568	5	49	28	1479
5.674	2	19	568	5	62	28	2292
5.674	3	25	568	5	123	28	1479
5.675	1	5	568	6	49	28	1479
5.675	2	19	568	6	62	28	2292
5.675	3	25	568	6	123	28	1479
5.676	1	5	568	7	49	28	1479
5.676	2	19	568	7	62	28	2292
5.676	3	25	568	7	123	28	1479
5.677	1	5	568	8	49	28	1479
5.677	2	19	568	8	62	28	2292
5.677	3	25	568	8	123	28	1479
5.678	1	5	568	9	49	28	1479
5.678	2	19	568	9	62	28	2292
5.678	3	25	568	9	123	28	1479
5.679	3	25	568	10	123	28	1479
5.681	3	25	569	2	123	28	1479
5.682	3	25	569	3	123	28	1479
5.683	3	25	569	4	123	28	1479
5.684	1	5	569	5	49	28	1479
5.684	3	25	569	5	123	28	1479
5.685	3	25	569	6	123	28	1479
5.686	3	25	569	7	123	28	1479
5.687	3	25	569	8	123	28	1479
5.688	3	25	569	9	123	28	1479
5.689	3	25	569	10	123	28	1479
5.69	3	25	570	1	123	28	1479
5.691	3	25	570	2	123	28	1479
5.692	3	25	570	3	123	28	1479
5.693	3	25	570	4	123	28	1479
5.694	3	25	570	5	123	28	1479
5.695	3	25	570	6	123	28	1479
5.696	3	25	570	7	123	28	1479
5.697	3	25	570	8	123	28	1479
5.698	3	25	570	9	123	28	1479
5.699	3	25	570	10	123	28	1479
5.7	3	25	571	1	123	28	1479
5.701	3	25	571	2	123	28	1479
5.702	3	25	571	3	123	28	1479
5.703	3	25	571	4	123	28	1479
5.704	3	25	571	5	123	28	1479
5.705	3	25	571	6	123	28	1479
5.706	3	25	571	7	123	28	1479
5.707	3	25	571	8	123	28	1479
5.708	3	25	571	9	123	28	1479
5.709	3	25	571	10	123	28	1479
5.71	3	25	572	1	123	28	1479
5.711	3	25	572	2	123	28	1479
5.712	3	25	572	3	123	28	1479
5.713	1	1	572	4	6	28	1095
5.713	1	5	572	4	49	28	1095
5.713	3	25	572	4	123	28	1479
5.714	1	1	572	5	6	28	1095
5.714	1	5	572	5	49	28	1095
5.714	3	25	572	5	123	28	1479
5.715	3	25	572	6	123	28	1479
5.716	3	25	572	7	123	28	1479
5.717	3	25	572	8	123	28	1479
5.718	3	25	572	9	123	28	1479
5.719	3	25	572	10	123	28	1479
5.72	1	1	573	1	6	28	1095
5.72	1	3	573	1	58	6	209
5.72	3	25	573	1	123	28	1479
5.722	3	25	573	3	123	28	1479
5.723	3	25	573	4	123	28	1479
5.724	3	25	573	5	123	28	1479
5.725	3	25	573	6	123	28	1479
5.726	3	25	573	7	123	28	1479
5.727	3	25	573	8	123	28	1479
5.728	3	25	573	9	123	28	1479
5.729	3	25	573	10	123	28	1479
5.73	3	25	574	1	123	28	1479
5.731	3	25	574	2	123	28	1479
5.732	3	25	574	3	123	28	1479
5.733	3	25	574	4	123	28	1479
5.734	3	25	574	5	123	28	1479
5.736	3	25	574	7	123	28	1479
5.737	3	25	574	8	123	28	1479
5.738	3	25	574	9	123	28	1479
5.739	3	25	574	10	123	28	1479
5.74	3	25	575	1	123	28	1479
5.741	3	25	575	2	123	28	1479
5.743	3	25	575	4	123	28	1479
5.744	3	25	575	5	123	28	1479
5.745	3	25	575	6	123	28	1479
5.746	3	25	575	7	123	28	1479
5.747	3	25	575	8	123	28	1479
5.748	3	25	575	9	123	28	1479
5.749	3	25	575	10	123	28	1479
5.75	3	25	576	1	123	28	1479
5.751	3	25	576	2	123	28	1479
5.752	3	25	576	3	123	28	1479
5.753	3	25	576	4	123	28	1479
5.754	3	25	576	5	123	28	1479
5.755	3	25	576	6	123	28	1479
5.756	3	25	576	7	123	28	1479
5.757	3	25	576	8	123	28	1479
5.758	3	25	576	9	123	28	1479
5.759	3	25	576	10	123	28	1479
5.76	3	25	577	1	123	28	1479
5.761	3	25	577	2	123	28	1479
5.762	3	25	577	3	123	28	1479
5.763	3	25	577	4	123	28	1479
5.764	3	25	577	5	123	28	1479
5.765	3	25	577	6	123	28	1479
5.766	3	25	577	7	123	28	1479
5.767	3	25	577	8	123	28	1479
5.768	3	25	577	9	123	28	1479
5.769	3	25	577	10	123	28	1479
5.77	3	25	578	1	123	28	1479
5.771	3	25	578	2	123	28	1479
5.772	3	25	578	3	123	28	1479
5.773	3	25	578	4	123	28	1479
5.774	3	25	578	5	123	28	1479
5.775	3	25	578	6	123	28	1479
5.777	3	25	578	8	123	28	1479
5.778	3	25	578	9	123	28	1479
5.779	3	25	578	10	123	28	1479
5.78	3	25	579	1	123	28	1479
5.781	2	17	579	2	21	28	2292
5.781	3	25	579	2	123	28	1479
5.782	2	17	579	3	21	28	2292
5.782	3	25	579	3	123	28	1479
5.783	2	17	579	4	21	28	2292
5.783	3	25	579	4	123	28	1479
5.784	2	17	579	5	21	28	2292
5.784	3	25	579	5	123	28	1479
5.785	2	17	579	6	21	28	2292
5.785	3	25	579	6	123	28	1479
5.786	2	17	579	7	21	28	2292
5.786	3	25	579	7	123	28	1479
5.787	2	17	579	8	21	28	2292
5.787	3	25	579	8	123	28	1479
5.788	2	17	579	9	21	28	2292
5.788	3	25	579	9	123	28	1479
5.789	3	25	579	10	123	28	1479
5.79	3	25	580	1	123	28	1479
5.791	2	17	580	2	21	28	2292
5.791	3	25	580	2	123	28	1479
5.792	2	17	580	3	21	28	2292
5.792	3	25	580	3	123	28	1479
5.793	2	17	580	4	21	28	2292
5.793	3	25	580	4	123	28	1479
5.794	2	17	580	5	21	28	2292
5.794	3	25	580	5	123	28	1479
5.795	2	17	580	6	21	28	2292
5.795	3	25	580	6	123	28	1479
5.796	3	25	580	7	123	28	1479
5.797	2	17	580	8	21	28	2292
5.797	3	25	580	8	123	28	1479
5.798	2	17	580	9	21	28	2292
5.798	3	25	580	9	123	28	1479
5.799	2	17	580	10	21	28	2292
5.799	3	25	580	10	123	28	1479
5.8	2	17	581	1	21	28	2292
5.8	3	25	581	1	123	28	1479
5.801	2	17	581	2	21	28	2292
5.801	3	25	581	2	123	28	1479
5.802	2	17	581	3	21	28	2292
5.802	3	25	581	3	123	28	1479
5.803	2	17	581	4	21	28	2292
5.803	3	25	581	4	123	28	1479
5.804	2	17	581	5	21	28	2292
5.804	3	25	581	5	123	28	1479
5.805	2	17	581	6	21	28	2292
5.805	3	25	581	6	123	28	1479
5.806	2	17	581	7	21	28	2292
5.806	3	25	581	7	123	28	1479
5.807	3	25	581	8	123	28	1479
5.808	1	1	581	9	6	2	65
5.808	3	25	581	9	123	28	1479
5.809	1	1	581	10	6	2	65
5.809	1	5	581	10	49	6	153
5.809	3	25	581	10	123	28	1479
5.81	1	1	582	1	6	2	65
5.81	1	5	582	1	49	6	153
5.81	2	17	582	1	21	28	2292
5.81	3	25	582	1	123	28	1479
5.811	1	1	582	2	6	2	65
5.811	1	5	582	2	49	6	153
5.811	2	17	582	2	21	28	2292
5.811	3	25	582	2	123	28	1479
5.812	1	1	582	3	6	2	65
5.812	1	5	582	3	49	6	153
5.812	2	17	582	3	21	28	2292
5.812	3	25	582	3	123	28	1479
5.813	1	1	582	4	6	2	65
5.813	1	5	582	4	49	6	153
5.813	3	25	582	4	123	28	1479
5.814	1	1	582	5	6	2	65
5.814	1	5	582	5	49	6	153
5.814	3	25	582	5	123	28	1479
5.815	1	1	582	6	6	28	1095
5.815	1	5	582	6	49	6	153
5.815	3	25	582	6	123	28	1479
5.816	1	5	582	7	49	6	209
5.816	3	25	582	7	123	28	1479
5.817	1	1	582	8	6	28	1095
5.817	3	25	582	8	123	28	1479
5.818	1	3	582	9	58	6	153
5.818	1	1	582	9	6	28	1095
5.818	2	17	582	9	21	28	2292
5.818	3	25	582	9	123	28	1479
5.819	1	3	582	10	58	6	153
5.819	1	1	582	10	6	28	1095
5.819	1	5	582	10	49	28	1095
5.819	2	17	582	10	21	28	2292
5.819	3	25	582	10	123	28	1479
5.82	1	3	583	1	58	6	209
5.82	1	1	583	1	6	2	87
5.82	2	17	583	1	21	28	2292
5.82	3	25	583	1	123	28	1479
5.821	1	3	583	2	58	6	153
5.821	1	1	583	2	6	28	1095
5.821	3	25	583	2	123	28	1479
5.822	1	3	583	3	58	6	153
5.822	1	1	583	3	6	28	1095
5.822	2	19	583	3	62	28	4587
5.822	3	25	583	3	123	28	1479
5.823	1	3	583	4	58	6	153
5.823	1	1	583	4	6	28	1095
5.823	2	19	583	4	62	28	4587
5.823	3	25	583	4	123	28	1479
5.824	1	3	583	5	58	6	153
5.824	1	1	583	5	6	28	1095
5.824	2	19	583	5	62	28	4587
5.824	3	25	583	5	123	28	1479
5.825	1	3	583	6	58	6	209
5.825	2	17	583	6	21	28	2292
5.825	2	19	583	6	62	28	2292
5.825	3	25	583	6	123	28	1479
5.826	1	3	583	7	58	6	209
5.826	2	17	583	7	21	28	2292
5.826	2	19	583	7	62	28	2292
5.826	3	25	583	7	123	28	1479
5.827	1	3	583	8	58	6	209
5.827	2	17	583	8	21	28	2292
5.827	2	19	583	8	62	28	2292
5.827	3	25	583	8	123	28	1479
5.828	1	3	583	9	58	6	209
5.828	2	19	583	9	62	28	4587
5.828	3	25	583	9	123	28	1479
5.829	1	3	583	10	58	6	209
5.829	3	25	583	10	123	28	1479
5.83	1	3	584	1	58	6	209
5.83	3	25	584	1	123	28	1479
5.831	1	3	584	2	58	6	209
5.831	2	17	584	2	21	28	2292
5.831	2	19	584	2	62	28	2292
5.831	3	25	584	2	123	28	1479
5.832	1	3	584	3	58	6	209
5.832	2	17	584	3	21	28	2292
5.832	3	25	584	3	123	28	1479
5.833	1	3	584	4	58	28	1479
5.833	2	17	584	4	21	28	2292
5.833	3	25	584	4	123	28	1479
5.834	1	3	584	5	58	28	1479
5.834	2	17	584	5	21	28	2292
5.834	3	25	584	5	123	28	1479
5.835	1	3	584	6	58	28	1479
5.835	2	17	584	6	21	28	2292
5.835	3	25	584	6	123	28	1479
5.836	1	3	584	7	58	28	1479
5.836	2	17	584	7	21	28	2292
5.836	3	25	584	7	123	28	1479
5.837	1	3	584	8	58	28	1479
5.837	2	17	584	8	21	28	2292
5.837	3	25	584	8	123	28	1479
5.838	1	3	584	9	58	28	1479
5.838	2	17	584	9	21	28	2292
5.838	3	25	584	9	123	28	1479
5.839	1	3	584	10	58	28	1479
5.839	2	17	584	10	21	28	2292
5.839	3	25	584	10	123	28	1479
5.84	1	3	585	1	58	28	1479
5.84	2	17	585	1	21	28	2292
5.84	3	25	585	1	123	28	1479
5.841	1	3	585	2	58	28	1479
5.841	3	25	585	2	123	28	1479
5.842	1	3	585	3	58	28	1479
5.842	3	25	585	3	123	28	1479
5.843	1	3	585	4	58	28	1479
5.843	3	25	585	4	123	28	1479
5.844	1	3	585	5	58	28	1479
5.844	2	17	585	5	21	28	2292
5.844	3	25	585	5	123	28	1479
5.845	1	3	585	6	58	28	1479
5.845	2	17	585	6	21	28	2292
5.845	3	25	585	6	123	28	1479
5.846	1	3	585	7	58	28	1479
5.846	2	17	585	7	21	28	2292
5.846	3	25	585	7	123	28	1479
5.847	1	3	585	8	58	28	1479
5.847	2	17	585	8	21	28	2292
5.847	3	25	585	8	123	28	1479
5.848	1	3	585	9	58	28	1479
5.848	3	25	585	9	123	28	1479
5.849	1	3	585	10	58	28	1479
5.849	3	25	585	10	123	28	1479
5.85	1	3	586	1	58	28	1479
5.85	3	25	586	1	123	28	1479
5.851	1	3	586	2	58	28	1479
5.852	1	3	586	3	58	28	1479
5.852	2	17	586	3	21	28	2292
5.852	3	25	586	3	123	28	1479
5.853	1	3	586	4	58	28	1479
5.853	2	17	586	4	21	28	2292
5.853	3	25	586	4	123	28	1479
5.854	1	3	586	5	58	28	1479
5.854	2	17	586	5	21	28	2292
5.854	3	25	586	5	123	28	1479
5.855	1	3	586	6	58	28	1479
5.855	3	25	586	6	123	28	1479
5.856	1	3	586	7	58	28	1479
5.856	3	25	586	7	123	28	1479
5.857	1	3	586	8	58	28	1479
5.857	3	25	586	8	123	28	1479
5.858	1	3	586	9	58	28	1479
5.858	3	25	586	9	123	28	1479
5.859	1	3	586	10	58	28	1479
5.859	2	17	586	10	21	28	2292
5.859	3	25	586	10	123	28	1479
5.86	1	3	587	1	58	28	1479
5.86	2	17	587	1	21	28	2292
5.86	3	25	587	1	123	28	1479
5.861	1	3	587	2	58	28	1479
5.861	2	17	587	2	21	28	2292
5.861	3	25	587	2	123	28	1479
5.862	1	3	587	3	58	28	1479
5.862	2	17	587	3	21	28	2292
5.862	3	25	587	3	123	28	1479
5.863	1	3	587	4	58	28	1479
5.863	3	25	587	4	123	28	1479
5.864	1	3	587	5	58	28	1479
5.864	3	25	587	5	123	28	1479
5.865	1	3	587	6	58	28	1479
5.866	1	3	587	7	58	28	1479
5.866	2	17	587	7	21	28	2292
5.866	3	25	587	7	123	28	1479
5.867	1	3	587	8	58	28	1479
5.867	2	17	587	8	21	28	2292
5.867	3	25	587	8	123	28	1479
5.868	1	3	587	9	58	28	1479
5.868	2	17	587	9	21	28	2292
5.868	3	25	587	9	123	28	1479
5.869	1	3	587	10	58	28	1479
5.869	2	17	587	10	21	28	2292
5.869	3	25	587	10	123	28	1479
5.87	1	3	588	1	58	28	1479
5.87	3	25	588	1	123	28	1479
5.871	1	3	588	2	58	28	1479
5.871	3	25	588	2	123	28	1479
5.872	1	3	588	3	58	28	1479
5.872	2	17	588	3	21	28	2292
5.872	3	25	588	3	123	28	1479
5.873	1	3	588	4	58	28	1479
5.873	2	17	588	4	21	28	2292
5.873	3	25	588	4	123	28	1479
5.874	1	3	588	5	58	28	1479
5.874	2	17	588	5	21	28	2292
5.874	3	25	588	5	123	28	1479
5.875	1	3	588	6	58	28	1479
5.875	2	17	588	6	21	28	2292
5.875	3	25	588	6	123	28	1479
5.876	1	3	588	7	58	28	1479
5.876	3	25	588	7	123	28	1479
5.877	1	3	588	8	58	28	1479
5.877	3	25	588	8	123	28	1479
5.878	1	3	588	9	58	28	1479
5.878	2	17	588	9	21	28	2292
5.878	3	25	588	9	123	28	1479
5.879	1	3	588	10	58	28	1479
5.879	2	17	588	10	21	28	2292
5.879	3	25	588	10	123	28	1479
5.88	1	3	589	1	58	28	1479
5.88	2	17	589	1	21	28	2292
5.88	3	25	589	1	123	28	1479
5.881	1	3	589	2	58	28	1479
5.881	2	17	589	2	21	28	2292
5.881	3	25	589	2	123	28	1479
5.882	1	3	589	3	58	28	1479
5.882	2	17	589	3	21	28	2292
5.882	3	25	589	3	123	28	1479
5.883	1	3	589	4	58	28	1479
5.883	2	17	589	4	21	28	2292
5.883	3	25	589	4	123	28	1479
5.884	1	3	589	5	58	28	1479
5.884	2	17	589	5	21	28	2292
5.884	3	25	589	5	123	28	1479
5.885	1	3	589	6	58	28	1479
5.885	2	17	589	6	21	28	2292
5.886	1	3	589	7	58	28	1479
5.886	2	17	589	7	21	28	2292
5.886	3	25	589	7	123	28	1479
5.887	1	3	589	8	58	28	1479
5.887	3	25	589	8	123	28	1479
5.888	1	3	589	9	58	28	1479
5.888	3	25	589	9	123	28	1479
5.889	1	3	589	10	58	28	1479
5.889	3	25	589	10	123	28	1479
5.89	1	3	590	1	58	28	1479
5.89	3	25	590	1	123	28	1479
5.891	1	3	590	2	58	28	1479
5.891	3	25	590	2	123	28	1479
5.892	1	3	590	3	58	28	1479
5.892	3	25	590	3	123	28	1479
5.893	1	3	590	4	58	28	1479
5.893	2	17	590	4	21	28	2292
5.893	3	25	590	4	123	28	1479
5.894	1	3	590	5	58	28	1479
5.894	2	17	590	5	21	28	2292
5.894	3	25	590	5	123	28	1479
5.895	1	3	590	6	58	28	1479
5.895	3	25	590	6	123	28	1479
5.896	1	3	590	7	58	28	1479
5.896	3	25	590	7	123	28	1479
5.897	1	3	590	8	58	28	1479
5.897	3	25	590	8	123	28	1479
5.898	1	3	590	9	58	28	1479
5.898	3	25	590	9	123	28	1479
5.899	1	3	590	10	58	28	1479
5.9	1	3	591	1	58	28	1479
5.9	2	17	591	1	21	28	2292
5.9	3	25	591	1	123	28	1479
5.901	1	3	591	2	58	28	1479
5.901	2	17	591	2	21	28	2292
5.901	3	25	591	2	123	28	1479
5.902	1	3	591	3	58	28	1095
5.902	1	1	591	3	6	28	1095
5.902	3	25	591	3	123	28	1479
5.903	1	3	591	4	58	28	1095
5.903	1	1	591	4	6	28	1095
5.903	3	25	591	4	123	28	1479
5.904	3	25	591	5	123	28	1479
5.905	3	25	591	6	123	28	1479
5.906	3	25	591	7	123	28	1479
5.907	2	17	591	8	21	28	2292
5.907	3	25	591	8	123	28	1479
5.908	2	17	591	9	21	28	2292
5.908	3	25	591	9	123	28	1479
5.909	1	1	591	10	6	28	1095
5.909	2	17	591	10	21	28	2292
5.909	3	25	591	10	123	28	1479
5.913	2	17	592	4	21	28	2292
5.914	2	17	592	5	21	28	2292
5.915	2	17	592	6	21	28	2292
5.92	2	17	593	1	21	28	2292
5.921	2	17	593	2	21	28	2292
5.922	2	17	593	3	21	28	2292
5.923	2	17	593	4	21	28	2292
5.927	2	17	593	8	21	28	2292
5.928	2	17	593	9	21	28	2292
5.929	2	17	593	10	21	28	2292
5.93	2	17	594	1	21	28	2292
5.934	2	17	594	5	21	28	2292
5.935	2	17	594	6	21	28	2292
5.936	2	17	594	7	21	28	2292
5.937	2	17	594	8	21	28	2292
5.938	2	17	594	9	21	28	2292
5.941	2	17	595	2	21	28	2292
5.942	2	17	595	3	21	28	2292
5.943	2	17	595	4	21	28	2292
5.944	2	17	595	5	21	28	2292
5.945	2	17	595	6	21	28	2292
5.947	2	17	595	8	21	28	2292
5.948	2	17	595	9	21	28	2292
5.949	2	17	595	10	21	28	2292
5.95	2	17	596	1	21	28	2292
5.951	2	17	596	2	21	28	2292
5.952	2	17	596	3	21	28	2292
5.954	2	17	596	5	21	28	2292
5.955	2	17	596	6	21	28	2292
5.956	2	17	596	7	21	28	2292
5.957	2	17	596	8	21	28	2292
5.958	2	17	596	9	21	28	2292
5.96	2	17	597	1	21	28	2292
5.961	2	17	597	2	21	28	2292
5.962	2	17	597	3	21	28	2292
5.963	2	17	597	4	21	28	2292
5.964	2	17	597	5	21	28	2292
5.965	2	17	597	6	21	28	2292
5.966	2	17	597	7	21	28	2292
5.967	2	17	597	8	21	28	2292
5.968	2	17	597	9	21	28	2292
5.969	1	5	597	10	49	6	325
5.969	2	17	597	10	21	28	2292
5.97	1	5	598	1	49	6	325
5.97	2	17	598	1	21	28	2292
5.971	1	5	598	2	49	6	325
5.971	2	17	598	2	21	28	2292
5.972	1	5	598	3	49	6	325
5.972	2	17	598	3	21	28	2292
5.973	1	5	598	4	49	6	325
5.973	2	17	598	4	21	28	2292
5.974	1	5	598	5	49	6	325
5.974	2	17	598	5	21	28	2292
5.975	1	5	598	6	49	6	325
5.975	2	17	598	6	21	28	2292
5.976	1	5	598	7	49	6	325
5.977	1	5	598	8	49	6	325
5.978	1	5	598	9	49	6	325
5.979	1	5	598	10	49	6	325
5.982	2	17	599	3	21	28	2292
5.982	2	19	599	3	62	28	2292
5.983	2	19	599	4	62	28	4587
5.984	2	19	599	5	62	28	4587
5.988	2	17	599	9	21	28	2292
5.988	2	19	599	9	62	28	2292
5.989	2	19	599	10	62	28	4587
5.99	2	19	600	1	62	28	4587
5.995	2	17	600	6	21	28	2292
5.995	2	19	600	6	62	28	2292
5.996	1	3	600	7	58	6	153
5.996	1	1	600	7	6	2	65
5.996	1	5	600	7	49	6	153
5.996	2	17	600	7	21	28	2292
5.996	2	19	600	7	62	28	2292
5.997	1	3	600	8	58	6	153
5.997	1	1	600	8	6	2	65
5.997	1	5	600	8	49	6	153
5.997	2	19	600	8	62	28	4587
5.998	1	3	600	9	58	6	153
5.998	1	1	600	9	6	2	65
5.998	1	5	600	9	49	6	153
5.998	2	19	600	9	62	28	4587
5.999	1	3	600	10	58	6	153
5.999	1	1	600	10	6	2	65
5.999	1	5	600	10	49	6	153
6	1	3	601	1	58	6	153
6	1	1	601	1	6	2	65
6	1	5	601	1	49	6	153
6.001	1	3	601	2	58	6	153
6.001	1	1	601	2	6	2	65
6.001	1	5	601	2	49	6	153
6.002	1	3	601	3	58	6	153
6.002	1	1	601	3	6	2	65
6.002	1	5	601	3	49	6	153
6.002	2	17	601	3	21	28	2292
6.002	2	19	601	3	62	28	2292
6.003	1	3	601	4	58	6	153
6.003	1	1	601	4	6	2	65
6.003	1	5	601	4	49	6	153
6.003	2	17	601	4	21	28	2292
6.003	2	19	601	4	62	28	2292
6.004	1	1	601	5	6	2	87
6.004	2	17	601	5	21	28	2292
6.004	2	19	601	5	62	28	2292
6.005	1	1	601	6	6	2	87
6.005	2	19	601	6	62	28	4587
6.006	1	1	601	7	6	2	87
6.007	1	1	601	8	6	2	87
6.008	1	1	601	9	6	2	87
6.009	1	1	601	10	6	2	87
6.009	2	17	601	10	21	28	2292
6.009	2	19	601	10	62	28	2292
6.01	1	1	602	1	6	2	87
6.01	2	17	602	1	21	28	2292
6.01	2	19	602	1	62	28	2292
6.011	1	1	602	2	6	2	87
6.011	2	17	602	2	21	28	2292
6.011	2	19	602	2	62	28	2292
6.012	1	1	602	3	6	2	87
6.012	2	19	602	3	62	28	4587
6.013	1	1	602	4	6	28	1479
6.014	1	1	602	5	6	28	1479
6.015	1	1	602	6	6	28	1479
6.016	1	1	602	7	6	28	1479
6.016	2	17	602	7	21	28	2292
6.016	2	19	602	7	62	28	2292
6.017	1	1	602	8	6	28	1479
6.017	2	17	602	8	21	28	2292
6.017	2	19	602	8	62	28	2292
6.018	1	1	602	9	6	28	1479
6.018	2	17	602	9	21	28	2292
6.018	2	19	602	9	62	28	2292
6.019	1	1	602	10	6	28	1479
6.019	2	19	602	10	62	28	4587
6.02	1	1	603	1	6	28	1479
6.023	2	17	603	4	21	28	2292
6.023	2	19	603	4	62	28	2292
6.024	2	17	603	5	21	28	2292
6.024	2	19	603	5	62	28	2292
6.025	2	17	603	6	21	28	2292
6.025	2	19	603	6	62	28	2292
6.026	2	17	603	7	21	28	2292
6.026	2	19	603	7	62	28	2292
6.027	2	19	603	8	62	28	4587
6.029	2	17	603	10	21	28	2292
6.029	2	19	603	10	62	28	2292
6.03	2	17	604	1	21	28	2292
6.03	2	19	604	1	62	28	2292
6.031	2	17	604	2	21	28	2292
6.031	2	19	604	2	62	28	2292
6.032	2	17	604	3	21	28	2292
6.032	2	19	604	3	62	28	2292
6.033	2	19	604	4	62	28	4587
6.036	2	17	604	7	21	28	2292
6.036	2	19	604	7	62	28	2292
6.037	2	17	604	8	21	28	2292
6.037	2	19	604	8	62	28	2292
6.038	2	17	604	9	21	28	2292
6.038	2	19	604	9	62	28	2292
6.039	2	17	604	10	21	28	2292
6.039	2	19	604	10	62	28	2292
6.04	2	17	605	1	21	28	2292
6.04	2	19	605	1	62	28	2292
6.043	2	19	605	4	62	28	2292
6.043	3	25	605	4	123	28	1479
6.044	2	19	605	5	62	28	2292
6.044	3	25	605	5	123	28	1479
6.045	2	19	605	6	62	28	2292
6.045	3	25	605	6	123	28	1479
6.046	2	19	605	7	62	28	2292
6.046	3	25	605	7	123	28	1479
6.047	2	19	605	8	62	28	2292
6.047	3	25	605	8	123	28	1479
6.048	2	19	605	9	62	28	2292
6.048	3	25	605	9	123	28	1479
6.049	2	19	605	10	62	28	2292
6.049	3	25	605	10	123	28	1479
6.05	2	19	606	1	62	28	2292
6.05	3	25	606	1	123	28	1479
6.051	2	19	606	2	62	28	2292
6.051	3	25	606	2	123	28	1479
6.052	2	19	606	3	62	28	2292
6.052	3	25	606	3	123	28	1479
6.053	2	19	606	4	62	28	2292
6.053	3	25	606	4	123	28	1479
6.054	3	25	606	5	123	28	1479
6.055	3	25	606	6	123	28	1479
6.056	3	25	606	7	123	28	1479
6.057	2	19	606	8	62	28	2292
6.057	3	25	606	8	123	28	1479
6.058	2	19	606	9	62	28	2292
6.058	3	25	606	9	123	28	1479
6.059	2	19	606	10	62	28	2292
6.059	3	25	606	10	123	28	1479
6.06	2	19	607	1	62	28	2292
6.06	3	25	607	1	123	28	1479
6.061	3	25	607	2	123	28	1479
6.062	3	25	607	3	123	28	1479
6.063	3	25	607	4	123	28	1479
6.064	2	19	607	5	62	28	2292
6.064	3	25	607	5	123	28	1479
6.065	2	19	607	6	62	28	2292
6.065	3	25	607	6	123	28	1479
6.066	2	19	607	7	62	28	2292
6.066	3	25	607	7	123	28	1479
6.067	2	19	607	8	62	28	2292
6.067	3	25	607	8	123	28	1479
6.068	2	19	607	9	62	28	2292
6.068	3	25	607	9	123	28	1479
6.069	2	19	607	10	62	28	2292
6.069	3	25	607	10	123	28	1479
6.07	2	19	608	1	62	28	2292
6.07	3	25	608	1	123	28	1479
6.071	2	19	608	2	62	28	2292
6.071	3	25	608	2	123	28	1479
6.072	2	19	608	3	62	28	2292
6.072	3	25	608	3	123	28	1479
6.073	2	19	608	4	62	28	2292
6.073	3	25	608	4	123	28	1479
6.074	2	19	608	5	62	28	2292
6.074	3	25	608	5	123	28	1479
6.075	2	19	608	6	62	28	2292
6.075	3	25	608	6	123	28	1479
6.076	2	19	608	7	62	28	2292
6.076	3	25	608	7	123	28	1479
6.077	2	19	608	8	62	28	2292
6.077	3	25	608	8	123	28	1479
6.078	2	19	608	9	62	28	2292
6.078	3	25	608	9	123	28	1479
6.079	2	19	608	10	62	28	2292
6.079	3	25	608	10	123	28	1479
6.08	2	19	609	1	62	28	2292
6.08	3	25	609	1	123	28	1479
6.081	2	19	609	2	62	28	2292
6.081	3	25	609	2	123	28	1479
6.082	2	19	609	3	62	28	2292
6.082	3	25	609	3	123	28	1479
6.083	2	19	609	4	62	28	2292
6.083	3	25	609	4	123	28	1479
6.084	2	19	609	5	62	28	2292
6.084	3	25	609	5	123	28	1479
6.085	2	19	609	6	62	28	2292
6.085	3	25	609	6	123	28	1479
6.086	3	25	609	7	123	28	1479
6.087	3	25	609	8	123	28	1479
6.088	3	25	609	9	123	28	1479
6.089	3	25	609	10	123	28	1479
6.09	1	1	610	1	6	2	65
6.09	3	25	610	1	123	28	1479
6.091	1	1	610	2	6	2	65
6.091	2	19	610	2	62	28	2292
6.091	3	25	610	2	123	28	1479
6.092	1	1	610	3	6	2	65
6.092	2	19	610	3	62	28	2292
6.092	3	25	610	3	123	28	1479
6.093	1	1	610	4	6	2	65
6.093	3	25	610	4	123	28	1479
6.094	1	1	610	5	6	2	65
6.094	3	25	610	5	123	28	1479
6.095	1	1	610	6	6	2	65
6.095	3	25	610	6	123	28	1479
6.096	1	1	610	7	6	2	65
6.096	3	25	610	7	123	28	1479
6.097	1	1	610	8	6	28	1095
6.097	3	25	610	8	123	28	1479
6.098	2	19	610	9	62	28	2292
