% time	cellId	IMSI	RNTI	sinrLinear
9.649	1	5	49	4.18281
9.649	5	47	49	0.364205
9.654	6	56	54	1123.92
9.655	6	54	55	1613.37
9.656	5	46	56	500.21
9.658	1	3	58	3.994
9.658	5	41	58	0.268403
9.659	1	6	59	1.31032
9.659	3	30	59	0.227698
9.662	2	19	62	444.422
9.665	3	27	65	319.381
9.667	5	49	67	440.372
9.673	2	12	73	464.834
9.674	4	39	74	1197.36
9.677	5	48	77	473.291
9.681	6	51	81	947.006
9.685	3	29	85	366.646
9.689	4	34	89	1278.1
9.693	4	31	93	1853.03
9.694	3	24	94	413.058
9.699	2	15	99	513.098
9.702	3	26	102	360.762
9.705	5	44	105	361.899
9.708	2	14	108	470.493
9.71	4	32	110	948.443
9.716	2	13	116	487.216
9.721	4	36	121	1642.15
9.723	3	25	123	310.735
9.726	4	33	126	1112.09
9.745	4	35	145	1820.75
9.76	3	22	160	320.401
9.761	3	21	237	0.00320559
9.761	6	57	1	1.29103
9.761	7	69	1	137.232
9.762	6	58	2	2.13828
9.762	7	70	2	45.905
9.763	1	4	3	1.07165
9.763	6	59	3	0.762166
9.763	7	63	3	50.1255
9.764	3	28	219	0.194347
9.764	7	65	4	76.5454
9.765	7	68	5	27272.9
9.766	1	1	6	0.952817
9.766	7	62	6	16.2387
9.767	1	8	7	0.926507
9.767	7	61	7	46.8656
9.768	1	7	8	0.505694
9.768	6	60	8	0.38221
9.768	7	64	8	135.493
9.771	7	66	11	27391.8
9.772	5	42	12	0.377296
9.772	6	53	12	0.0495388
9.772	7	67	12	12.176
9.775	1	10	15	0.0039477
9.775	2	20	15	0.381015
9.779	1	2	19	1629.93
9.781	2	17	21	450.692
9.783	1	9	23	0.751805
9.783	3	23	23	0.114909
9.783	5	43	23	0.00672945
9.79	6	52	30	1459.33
9.793	4	40	33	0.514981
9.793	5	45	33	0.430058
9.794	2	11	34	428.744
9.796	2	18	36	484.862
9.797	4	38	37	922.747
9.8	6	55	40	905.497
9.802	4	37	42	1226.22
9.804	2	16	44	433.954
9.805	5	50	45	501.236
9.809	1	5	49	4.18281
9.809	5	47	49	0.364205
9.814	6	56	54	1123.92
9.815	6	54	55	1613.37
9.816	5	46	56	500.21
9.818	1	3	58	3.994
9.818	5	41	58	0.268403
9.819	1	6	59	1.31032
9.819	3	30	59	0.227698
9.822	2	19	62	444.422
9.825	3	27	65	319.381
9.827	5	49	67	440.372
9.833	2	12	73	464.834
9.834	4	39	74	1197.36
9.837	5	48	77	473.291
9.841	6	51	81	947.006
9.845	3	29	85	366.646
9.849	4	34	89	1278.1
9.853	4	31	93	1853.03
9.854	3	24	94	413.058
9.859	2	15	99	513.098
9.862	3	26	102	360.762
9.865	5	44	105	361.899
9.868	2	14	108	470.493
9.87	4	32	110	948.443
9.876	2	13	116	487.216
9.881	4	36	121	1642.15
9.883	3	25	123	310.735
9.886	4	33	126	1112.09
9.905	4	35	145	1820.75
9.92	3	22	160	320.401
9.921	3	21	237	0.00320559
9.921	6	57	1	1.29103
9.921	7	69	1	137.232
9.922	6	58	2	2.13828
9.922	7	70	2	45.905
9.923	1	4	3	1.07165
9.923	6	59	3	0.762166
9.923	7	63	3	50.1255
9.924	3	28	219	0.194347
9.924	7	65	4	76.5454
9.925	7	68	5	27272.9
9.926	1	1	6	0.952817
9.926	7	62	6	16.2387
9.927	1	8	7	0.926507
9.927	7	61	7	46.8656
9.928	1	7	8	0.505694
9.928	6	60	8	0.38221
9.928	7	64	8	135.493
9.931	7	66	11	27391.8
9.932	5	42	12	0.377296
9.932	6	53	12	0.0495388
9.932	7	67	12	12.176
9.935	1	10	15	0.0039477
9.935	2	20	15	0.381015
9.939	1	2	19	1629.93
9.941	2	17	21	450.692
9.943	1	9	23	0.751805
9.943	3	23	23	0.114909
9.943	5	43	23	0.00672945
9.95	6	52	30	1459.33
9.953	4	40	33	0.514981
9.953	5	45	33	0.430058
9.954	2	11	34	428.744
9.956	2	18	36	484.862
9.957	4	38	37	922.747
9.96	6	55	40	905.497
9.962	4	37	42	1226.22
9.964	2	16	44	433.954
9.965	5	50	45	501.236
9.969	1	5	49	4.18281
9.969	5	47	49	0.364205
9.974	6	56	54	1123.92
9.975	6	54	55	1613.37
9.976	5	46	56	500.21
9.978	1	3	58	3.994
9.978	5	41	58	0.268403
9.979	1	6	59	1.31032
9.979	3	30	59	0.227698
9.982	2	19	62	444.422
9.985	3	27	65	319.381
9.987	5	49	67	440.372
9.993	2	12	73	464.834
9.994	4	39	74	1197.36
9.997	5	48	77	473.291
