% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
7617	5	45	33	0	0	0	165	0	1	0
7617	7	61	7	0	0	10	935	0	1	1
7618	1	9	23	0	0	0	165	1	0	1
7618	4	34	89	0	0	0	165	0	1	0
7618	5	50	45	0	0	0	165	0	1	0
7618	7	66	11	0	0	4	437	0	1	1
7619	6	52	30	0	0	0	165	0	1	0
7619	7	64	8	0	0	18	1980	0	1	1
7620	7	69	1	0	0	16	1836	0	1	1
7621	1	3	58	0	0	0	165	0	1	0
7621	5	41	58	0	0	0	165	0	1	0
7621	7	62	6	0	0	6	621	0	1	1
7622	5	49	67	0	0	0	165	0	1	0
7622	7	67	12	0	0	4	437	0	1	1
7623	2	16	44	0	0	0	165	0	1	0
7623	7	63	3	0	0	14	1527	0	1	1
7624	6	57	1	0	0	0	165	0	1	0
7624	7	70	2	0	0	12	1191	0	1	1
7625	7	68	5	0	0	4	437	0	1	1
7626	1	1	6	0	0	0	165	0	1	1
7626	7	65	4	0	0	6	621	0	1	1
7627	1	8	7	0	0	0	165	0	1	0
7627	7	61	7	0	0	10	935	0	1	1
7628	7	66	11	0	0	4	437	0	1	1
7629	2	16	44	0	0	0	165	0	1	0
7629	7	64	8	0	0	18	1980	0	1	1
7630	7	69	1	0	0	16	1836	0	1	1
7631	1	10	15	0	0	0	165	0	1	0
7631	7	67	12	0	0	4	437	0	1	1
7632	7	62	6	0	0	6	621	0	1	1
7633	1	9	23	0	0	0	165	0	1	0
7633	7	63	3	0	0	14	1527	0	1	1
7634	4	35	145	0	0	0	165	0	1	0
7634	7	70	2	0	0	12	1191	0	1	1
7635	7	68	5	0	0	4	437	0	1	1
7636	1	4	3	0	0	0	165	0	1	1
7636	7	61	7	0	0	10	935	0	1	1
7637	1	2	19	0	0	0	165	0	1	0
7637	4	37	42	0	0	0	165	0	1	0
7637	7	65	4	0	0	6	621	0	1	1
7638	7	64	8	0	0	18	1980	0	1	1
7639	1	1	6	0	0	0	165	0	1	1
7639	6	60	8	0	0	0	165	0	1	0
7639	7	66	11	0	0	4	437	0	1	1
7640	1	9	23	0	0	0	165	1	0	1
7640	7	69	1	0	0	16	1836	0	1	1
7641	7	67	12	0	0	4	437	0	1	1
7642	1	7	8	0	0	0	165	0	1	0
7642	7	63	3	0	0	14	1527	0	1	1
7643	7	70	2	0	0	12	1191	0	1	1
7644	2	11	34	0	0	0	165	0	1	0
7644	7	62	6	0	0	6	621	0	1	1
7645	5	41	58	0	0	0	165	0	1	0
7645	7	68	5	0	0	4	437	0	1	1
7646	7	61	7	0	0	10	935	0	1	1
7647	1	9	23	0	0	0	165	0	1	0
7647	3	30	59	0	0	0	165	0	1	0
7647	7	64	8	0	0	18	1980	0	1	1
7648	2	13	116	0	0	0	165	0	1	0
7648	4	38	37	0	0	0	165	0	1	0
7648	7	66	11	0	0	4	437	0	1	1
7649	3	29	85	0	0	0	165	0	1	0
7649	7	69	1	0	0	16	1836	0	1	1
7650	7	65	4	0	0	6	621	0	1	1
7651	7	67	12	0	0	4	437	0	1	1
7652	7	63	3	0	0	14	1527	0	1	1
7653	7	70	2	0	0	12	1191	0	1	1
7654	7	62	6	0	0	6	621	0	1	1
7655	1	7	8	0	0	0	165	0	1	0
7655	7	68	5	0	0	4	437	0	1	1
7656	7	61	7	0	0	10	935	0	1	1
7657	2	16	44	0	0	0	165	0	1	0
7657	5	49	67	0	0	0	165	0	1	0
7657	7	64	8	0	0	18	1980	0	1	1
7658	6	58	2	0	0	0	165	0	1	0
7658	7	69	1	0	0	16	1836	0	1	1
7659	7	66	11	0	0	4	437	0	1	1
7660	7	65	4	0	0	6	621	0	1	1
7661	1	4	3	0	0	0	165	0	1	1
7661	7	67	12	0	0	4	437	0	1	1
7662	6	52	30	0	0	0	165	0	1	0
7662	7	63	3	0	0	14	1527	0	1	1
7663	7	70	2	0	0	12	1191	0	1	1
7664	2	16	44	0	0	0	165	1	0	0
7664	7	68	5	0	0	4	437	0	1	1
7665	2	11	34	0	0	0	165	0	1	0
7665	7	61	7	0	0	10	935	0	1	1
7666	7	62	6	0	0	6	621	0	1	1
7667	1	6	59	0	0	0	165	0	1	0
7667	7	64	8	0	0	18	1980	0	1	1
7668	2	14	108	0	0	0	165	0	1	0
7668	7	69	1	0	0	16	1836	0	1	1
7669	7	66	11	0	0	4	437	0	1	1
7670	7	67	12	0	0	4	437	0	1	1
7671	7	63	3	0	0	14	1527	0	1	1
7672	1	4	3	0	0	0	165	0	1	1
7672	7	65	4	0	0	6	621	0	1	1
7673	1	2	19	0	0	0	165	0	1	0
7673	7	70	2	0	0	12	1191	0	1	1
7674	7	68	5	0	0	4	437	0	1	1
7675	1	1	6	0	0	0	165	0	1	1
7675	7	61	7	0	0	10	935	0	1	1
7676	7	64	8	0	0	18	1980	0	1	1
7677	1	7	8	0	0	0	165	0	1	0
7677	4	35	145	0	0	0	165	0	1	0
7677	7	69	1	0	0	16	1836	0	1	1
7678	1	6	59	0	0	0	165	0	1	0
7678	7	62	6	0	0	6	621	0	1	1
7679	7	66	11	0	0	4	437	0	1	1
7680	4	37	42	0	0	0	165	0	1	0
7680	7	63	3	0	0	14	1527	0	1	1
7681	4	39	74	0	0	0	165	0	1	0
7681	5	42	12	0	0	0	165	0	1	0
7681	7	67	12	0	0	4	437	0	1	1
7682	5	43	23	0	0	0	165	0	1	0
7682	7	70	2	0	0	12	1191	0	1	1
7683	6	53	12	0	0	0	165	0	1	0
7683	7	65	4	0	0	6	621	0	1	1
7684	1	7	8	0	0	0	165	1	0	1
7684	7	68	5	0	0	4	437	0	1	1
7685	7	61	7	0	0	10	935	0	1	1
7686	1	4	3	0	0	0	165	0	1	1
7686	7	64	8	0	0	18	1980	0	1	1
7687	7	69	1	0	0	16	1836	0	1	1
7688	1	1	6	0	0	0	165	0	1	1
7688	6	51	81	0	0	0	165	0	1	0
7688	7	66	11	0	0	4	437	0	1	1
7689	7	62	6	0	0	6	621	0	1	1
7690	7	63	3	0	0	14	1527	0	1	1
7691	7	67	12	0	0	4	437	0	1	1
7692	6	59	3	0	0	0	165	0	1	0
7692	7	70	2	0	0	12	1191	0	1	1
7693	5	42	12	0	0	0	165	0	1	0
7693	7	68	5	0	0	4	437	0	1	1
7694	1	9	23	0	0	0	165	0	1	0
7694	7	61	7	0	0	10	935	0	1	1
7695	7	65	4	0	0	6	621	0	1	1
7696	1	4	3	0	0	0	165	0	1	1
7696	7	64	8	0	0	18	1980	0	1	1
7697	1	2	19	0	0	0	165	0	1	0
7697	6	55	40	0	0	0	165	0	1	0
7697	7	69	1	0	0	16	1836	0	1	1
7698	1	1	6	0	0	0	165	0	1	1
7698	5	46	56	0	0	0	165	0	1	0
7698	7	66	11	0	0	4	437	0	1	1
7699	1	8	7	0	0	0	165	0	1	0
7699	4	33	126	0	0	0	165	0	1	0
7699	7	62	6	0	0	6	621	0	1	1
7700	7	63	3	0	0	14	1527	0	1	1
7701	1	9	23	0	0	0	165	1	0	1
7701	7	67	12	0	0	4	437	0	1	1
7702	7	70	2	0	0	12	1191	0	1	1
7703	7	61	7	0	0	10	935	0	1	1
7704	7	68	5	0	0	4	437	0	1	1
7705	7	64	8	0	0	18	1980	0	1	1
7706	7	65	4	0	0	6	621	0	1	1
7707	1	9	23	0	0	0	165	0	1	0
7707	7	69	1	0	0	16	1836	0	1	1
7708	7	66	11	0	0	4	437	0	1	1
7709	7	63	3	0	0	14	1527	0	1	1
7710	2	11	34	0	0	0	165	0	1	0
7710	4	33	126	0	0	0	165	0	1	0
7710	7	70	2	0	0	12	1191	0	1	1
7711	1	1	6	0	0	0	165	0	1	1
7711	7	67	12	0	0	4	437	0	1	1
7712	3	30	59	0	0	0	165	0	1	0
7712	7	62	6	0	0	6	621	0	1	1
7713	7	61	7	0	0	10	935	0	1	1
7714	1	9	23	0	0	0	165	1	0	1
7714	7	68	5	0	0	4	437	0	1	1
7715	7	64	8	0	0	18	1980	0	1	1
7716	7	69	1	0	0	16	1836	0	1	1
7717	7	65	4	0	0	6	621	0	1	1
7718	7	66	11	0	0	4	437	0	1	1
7719	6	55	40	0	0	0	165	0	1	0
7719	7	63	3	0	0	14	1527	0	1	1
7720	1	4	3	0	0	0	165	0	1	1
7720	7	70	2	0	0	12	1191	0	1	1
7721	1	2	19	0	0	0	165	0	1	0
7721	7	67	12	0	0	4	437	0	1	1
7722	7	62	6	0	0	6	621	0	1	1
7723	7	61	7	0	0	10	935	0	1	1
7724	6	58	2	0	0	0	165	0	1	0
7724	7	68	5	0	0	4	437	0	1	1
7725	1	6	59	0	0	0	165	0	1	0
7725	7	64	8	0	0	18	1980	0	1	1
7726	7	69	1	0	0	16	1836	0	1	1
7727	2	13	116	0	0	0	165	0	1	0
7727	6	60	8	0	0	0	165	0	1	0
7727	7	66	11	0	0	4	437	0	1	1
7728	6	53	12	0	0	0	165	0	1	0
7728	7	65	4	0	0	6	621	0	1	1
7729	7	63	3	0	0	14	1527	0	1	1
7730	1	5	49	0	0	0	165	0	1	0
7730	7	70	2	0	0	12	1191	0	1	1
7731	1	4	3	0	0	0	165	0	1	1
7731	6	58	2	0	0	0	165	1	0	1
7731	7	67	12	0	0	4	437	0	1	1
7732	7	61	7	0	0	10	935	0	1	1
7733	1	2	19	0	0	0	165	0	1	0
7733	7	68	5	0	0	4	437	0	1	1
7734	1	1	6	0	0	0	165	0	1	1
7734	7	62	6	0	0	6	621	0	1	1
7735	1	8	7	0	0	0	165	0	1	0
7735	7	64	8	0	0	18	1980	0	1	1
7736	7	69	1	0	0	16	1836	0	1	1
7737	3	22	160	0	0	0	165	0	1	0
7737	7	66	11	0	0	4	437	0	1	1
7738	7	63	3	0	0	14	1527	0	1	1
7739	7	70	2	0	0	12	1191	0	1	1
7740	7	65	4	0	0	6	621	0	1	1
7741	3	27	65	0	0	0	165	0	1	0
7741	7	67	12	0	0	4	437	0	1	1
7742	7	61	7	0	0	10	935	0	1	1
7743	7	68	5	0	0	4	437	0	1	1
7744	5	44	105	0	0	0	165	0	1	0
7744	7	64	8	0	0	18	1980	0	1	1
7745	1	4	3	0	0	0	165	0	1	1
7745	4	37	42	0	0	0	165	0	1	0
7745	7	69	1	0	0	16	1836	0	1	1
7746	1	2	19	0	0	0	165	0	1	0
7746	3	25	123	0	0	0	165	0	1	0
7746	4	39	74	0	0	0	165	0	1	0
7746	7	62	6	0	0	6	621	0	1	1
7747	1	1	6	0	0	0	165	0	1	1
7747	7	66	11	0	0	4	437	0	1	1
7748	5	50	45	0	0	0	165	0	1	0
7748	7	63	3	0	0	14	1527	0	1	1
7749	7	70	2	0	0	12	1191	0	1	1
7750	7	67	12	0	0	4	437	0	1	1
7751	7	65	4	0	0	6	621	0	1	1
7752	7	61	7	0	0	10	935	0	1	1
7753	7	68	5	0	0	4	437	0	1	1
7754	1	9	23	0	0	0	165	0	1	0
7754	7	64	8	0	0	18	1980	0	1	1
7755	3	24	94	0	0	0	165	0	1	0
7755	7	69	1	0	0	16	1836	0	1	1
7756	1	4	3	0	0	0	165	0	1	1
7756	4	38	37	0	0	0	165	0	1	0
7756	7	62	6	0	0	6	621	0	1	1
7757	7	66	11	0	0	4	437	0	1	1
7758	1	1	6	0	0	0	165	0	1	1
7758	7	63	3	0	0	14	1527	0	1	1
7759	7	70	2	0	0	12	1191	0	1	1
7760	7	67	12	0	0	4	437	0	1	1
7761	1	9	23	0	0	0	165	1	0	1
7761	7	61	7	0	0	10	935	0	1	1
7762	1	6	59	0	0	0	165	0	1	0
7762	7	65	4	0	0	6	621	0	1	1
7763	6	55	40	0	0	0	165	0	1	0
7763	7	68	5	0	0	4	437	0	1	1
7764	7	64	8	0	0	18	1980	0	1	1
7765	7	69	1	0	0	16	1836	0	1	1
7766	7	66	11	0	0	4	437	0	1	1
7767	1	4	3	0	0	0	165	0	1	1
7767	7	63	3	0	0	14	1527	0	1	1
7768	1	2	19	0	0	0	165	0	1	0
7768	2	15	99	0	0	0	165	0	1	0
7768	7	62	6	0	0	6	621	0	1	1
7769	7	70	2	0	0	12	1191	0	1	1
7770	1	1	6	0	0	0	165	0	1	1
7770	4	34	89	0	0	0	165	0	1	0
7770	7	67	12	0	0	4	437	0	1	1
7771	7	61	7	0	0	10	935	0	1	1
7772	7	64	8	0	0	18	1980	0	1	1
7773	7	68	5	0	0	4	437	0	1	1
7774	7	69	1	0	0	16	1836	0	1	1
7775	1	2	19	0	0	0	165	1	0	1
7775	7	65	4	0	0	6	621	0	1	1
7776	3	25	123	0	0	0	165	0	1	0
7776	7	66	11	0	0	4	437	0	1	1
7777	1	9	23	0	0	0	165	0	1	0
7777	7	63	3	0	0	14	1527	0	1	1
7778	7	70	2	0	0	12	1191	0	1	1
7779	1	4	3	0	0	0	165	0	1	1
7779	7	62	6	0	0	6	621	0	1	1
7780	7	67	12	0	0	4	437	0	1	1
7781	1	1	6	0	0	0	165	0	1	1
7781	4	34	89	0	0	0	165	0	1	0
7781	7	61	7	0	0	10	935	0	1	1
7782	7	64	8	0	0	18	1980	0	1	1
7783	1	7	8	0	0	0	165	0	1	0
7783	2	13	116	0	0	0	165	0	1	0
7783	7	68	5	0	0	4	437	0	1	1
7784	7	69	1	0	0	16	1836	0	1	1
7785	1	6	59	0	0	0	165	0	1	0
7785	5	48	77	0	0	0	165	0	1	0
7785	7	65	4	0	0	6	621	0	1	1
7786	7	66	11	0	0	4	437	0	1	1
7787	6	51	81	0	0	0	165	0	1	0
7787	7	63	3	0	0	14	1527	0	1	1
7788	5	43	23	0	0	0	165	0	1	0
7788	7	70	2	0	0	12	1191	0	1	1
7789	1	5	49	0	0	0	165	0	1	0
7789	5	45	33	0	0	0	165	0	1	0
7789	7	67	12	0	0	4	437	0	1	1
7790	4	37	42	0	0	0	165	0	1	0
7790	7	61	7	0	0	10	935	0	1	1
7791	1	4	3	0	0	0	165	0	1	1
7791	3	27	65	0	0	0	165	0	1	0
7791	7	62	6	0	0	6	621	0	1	1
7792	7	64	8	0	0	18	1980	0	1	1
7793	1	2	19	0	0	0	165	0	1	0
7793	7	69	1	0	0	16	1836	0	1	1
7794	1	1	6	0	0	0	165	0	1	1
7794	7	68	5	0	0	4	437	0	1	1
7795	3	25	123	0	0	0	165	0	1	0
7795	7	66	11	0	0	4	437	0	1	1
7796	4	33	126	0	0	0	165	0	1	0
7796	7	65	4	0	0	6	621	0	1	1
7797	1	7	8	0	0	0	165	0	1	0
7797	5	49	67	0	0	0	165	0	1	0
7797	6	54	55	0	0	0	165	0	1	0
7797	7	63	3	0	0	14	1527	0	1	1
7798	5	48	77	0	0	0	165	0	1	0
7798	7	70	2	0	0	12	1191	0	1	1
7799	7	67	12	0	0	4	437	0	1	1
7800	1	2	19	0	0	0	165	1	0	1
7800	5	42	12	0	0	0	165	0	1	0
7800	7	61	7	0	0	10	935	0	1	1
7801	7	64	8	0	0	18	1980	0	1	1
7802	3	25	123	0	0	0	165	1	0	1
7802	7	62	6	0	0	6	621	0	1	1
7803	7	69	1	0	0	16	1836	0	1	1
7804	7	68	5	0	0	4	437	0	1	1
7805	7	66	11	0	0	4	437	0	1	1
7806	1	2	19	0	0	0	165	0	1	0
7806	3	25	123	0	0	0	165	0	1	0
7806	5	47	49	0	0	0	165	0	1	0
7806	7	63	3	0	0	14	1527	0	1	1
7807	1	1	6	0	0	0	165	0	1	1
7807	4	36	121	0	0	0	165	0	1	0
7807	7	70	2	0	0	12	1191	0	1	1
7808	7	65	4	0	0	6	621	0	1	1
7809	7	67	12	0	0	4	437	0	1	1
7810	7	61	7	0	0	10	935	0	1	1
7811	6	58	2	0	0	0	165	0	1	0
7811	7	64	8	0	0	18	1980	0	1	1
7812	7	69	1	0	0	16	1836	0	1	1
7813	7	68	5	0	0	4	437	0	1	1
7814	1	9	23	0	0	0	165	0	1	0
7814	4	36	121	0	0	0	165	1	0	1
7814	7	62	6	0	0	6	621	0	1	1
7815	7	63	3	0	0	14	1527	0	1	1
7816	1	4	3	0	0	0	165	0	1	1
7816	7	66	11	0	0	4	437	0	1	1
7817	1	2	19	0	0	0	165	0	1	0
7817	3	22	160	0	0	0	165	0	1	0
7817	7	70	2	0	0	12	1191	0	1	1
7818	4	36	121	0	0	0	165	0	1	0
7818	5	47	49	0	0	0	165	0	1	0
7818	7	65	4	0	0	6	621	0	1	1
7819	1	8	7	0	0	0	165	0	1	0
7819	2	14	108	0	0	0	165	0	1	0
7819	7	67	12	0	0	4	437	0	1	1
7820	7	61	7	0	0	10	935	0	1	1
7821	6	57	1	0	0	0	165	0	1	0
7821	7	64	8	0	0	18	1980	0	1	1
7822	7	69	1	0	0	16	1836	0	1	1
7823	7	68	5	0	0	4	437	0	1	1
7824	1	2	19	0	0	0	165	1	0	1
7824	7	62	6	0	0	6	621	0	1	1
7825	4	36	121	0	0	0	165	1	0	1
7825	7	63	3	0	0	14	1527	0	1	1
7826	1	8	7	0	0	0	165	1	0	1
7826	7	66	11	0	0	4	437	0	1	1
7827	1	9	23	0	0	0	165	0	1	0
7827	5	45	33	0	0	0	165	0	1	0
7827	7	70	2	0	0	12	1191	0	1	1
7828	7	67	12	0	0	4	437	0	1	1
7829	7	61	7	0	0	10	935	0	1	1
7830	7	65	4	0	0	6	621	0	1	1
7831	1	1	6	0	0	0	165	0	1	1
7831	3	27	65	0	0	0	165	0	1	0
7831	7	64	8	0	0	18	1980	0	1	1
7832	1	8	7	0	0	0	165	0	1	0
7832	3	29	85	0	0	0	165	0	1	0
7832	7	69	1	0	0	16	1836	0	1	1
7833	7	68	5	0	0	4	437	0	1	1
7834	1	9	23	0	0	0	165	1	0	1
7834	2	16	44	0	0	0	165	0	1	0
7834	7	63	3	0	0	14	1527	0	1	1
7835	6	60	8	0	0	0	165	0	1	0
7835	7	66	11	0	0	4	437	0	1	1
7836	7	70	2	0	0	12	1191	0	1	1
7837	7	62	6	0	0	6	621	0	1	1
7838	7	61	7	0	0	10	935	0	1	1
7839	1	8	7	0	0	0	165	1	0	1
7839	7	67	12	0	0	4	437	0	1	1
7840	7	64	8	0	0	18	1980	0	1	1
7841	7	69	1	0	0	16	1836	0	1	1
7842	4	40	33	0	0	0	165	0	1	0
7842	7	65	4	0	0	6	621	0	1	1
7843	1	1	6	0	0	0	165	0	1	1
7843	5	49	67	0	0	0	165	0	1	0
7843	7	68	5	0	0	4	437	0	1	1
7844	2	15	99	0	0	0	165	0	1	0
7844	4	37	42	0	0	0	165	0	1	0
7844	7	63	3	0	0	14	1527	0	1	1
7845	2	14	108	0	0	0	165	0	1	0
7845	7	70	2	0	0	12	1191	0	1	1
7846	7	66	11	0	0	4	437	0	1	1
7847	7	62	6	0	0	6	621	0	1	1
7848	1	3	58	0	0	0	165	0	1	0
7848	7	61	7	0	0	10	935	0	1	1
7849	1	9	23	0	0	0	165	0	1	0
7849	7	67	12	0	0	4	437	0	1	1
7850	7	64	8	0	0	18	1980	0	1	1
7851	7	69	1	0	0	16	1836	0	1	1
7852	7	68	5	0	0	4	437	0	1	1
7853	1	1	6	0	0	0	165	0	1	1
7853	6	57	1	0	0	0	165	0	1	0
7853	7	65	4	0	0	6	621	0	1	1
7854	7	63	3	0	0	14	1527	0	1	1
7855	6	59	3	0	0	0	165	0	1	0
7855	7	70	2	0	0	12	1191	0	1	1
7856	7	66	11	0	0	4	437	0	1	1
7857	7	61	7	0	0	10	935	0	1	1
7858	7	62	6	0	0	6	621	0	1	1
7859	5	45	33	0	0	0	165	0	1	0
7859	7	67	12	0	0	4	437	0	1	1
7860	7	64	8	0	0	18	1980	0	1	1
7861	6	56	54	0	0	0	165	0	1	0
7861	7	69	1	0	0	16	1836	0	1	1
7862	3	24	94	0	0	0	165	0	1	0
7862	4	33	126	0	0	0	165	0	1	0
7862	7	68	5	0	0	4	437	0	1	1
7863	7	63	3	0	0	14	1527	0	1	1
7864	1	2	19	0	0	0	165	0	1	0
7864	7	65	4	0	0	6	621	0	1	1
7865	1	1	6	0	0	0	165	0	1	1
7865	5	48	77	0	0	0	165	0	1	0
7865	7	70	2	0	0	12	1191	0	1	1
7866	1	8	7	0	0	0	165	0	1	0
7866	7	66	11	0	0	4	437	0	1	1
7867	7	61	7	0	0	10	935	0	1	1
7868	7	67	12	0	0	4	437	0	1	1
7869	7	64	8	0	0	18	1980	0	1	1
7870	7	69	1	0	0	16	1836	0	1	1
7871	1	2	19	0	0	0	165	1	0	1
7871	3	29	85	0	0	0	165	0	1	0
7871	7	62	6	0	0	6	621	0	1	1
7872	7	68	5	0	0	4	437	0	1	1
7873	7	63	3	0	0	14	1527	0	1	1
7874	7	70	2	0	0	12	1191	0	1	1
7875	7	66	11	0	0	4	437	0	1	1
7876	1	2	19	0	0	0	165	0	1	0
7876	7	65	4	0	0	6	621	0	1	1
7877	7	61	7	0	0	10	935	0	1	1
7878	7	67	12	0	0	4	437	0	1	1
7879	3	30	59	0	0	0	165	0	1	0
7879	4	34	89	0	0	0	165	0	1	0
7879	7	64	8	0	0	18	1980	0	1	1
7880	7	69	1	0	0	16	1836	0	1	1
7881	7	62	6	0	0	6	621	0	1	1
7882	7	68	5	0	0	4	437	0	1	1
7883	1	2	19	0	0	0	165	1	0	1
7883	7	63	3	0	0	14	1527	0	1	1
7884	7	70	2	0	0	12	1191	0	1	1
7885	5	41	58	0	0	0	165	0	1	0
7885	7	66	11	0	0	4	437	0	1	1
7886	1	4	3	0	0	0	165	0	1	1
7886	7	61	7	0	0	10	935	0	1	1
7887	2	12	73	0	0	0	165	0	1	0
7887	3	28	219	0	0	0	165	0	1	0
7887	5	48	77	0	0	0	165	0	1	0
7887	7	65	4	0	0	6	621	0	1	1
7888	1	1	6	0	0	0	165	0	1	1
7888	7	67	12	0	0	4	437	0	1	1
7889	1	8	7	0	0	0	165	0	1	0
7889	7	64	8	0	0	18	1980	0	1	1
7890	6	53	12	0	0	0	165	0	1	0
7890	7	69	1	0	0	16	1836	0	1	1
7891	7	68	5	0	0	4	437	0	1	1
7892	7	62	6	0	0	6	621	0	1	1
7893	7	63	3	0	0	14	1527	0	1	1
7894	7	70	2	0	0	12	1191	0	1	1
7895	4	35	145	0	0	0	165	0	1	0
7895	7	66	11	0	0	4	437	0	1	1
7896	7	61	7	0	0	10	935	0	1	1
7897	1	4	3	0	0	0	165	0	1	1
7897	7	64	8	0	0	18	1980	0	1	1
7898	7	67	12	0	0	4	437	0	1	1
7899	1	1	6	0	0	0	165	0	1	1
7899	7	65	4	0	0	6	621	0	1	1
7900	1	8	7	0	0	0	165	0	1	0
7900	3	27	65	0	0	0	165	0	1	0
7900	7	69	1	0	0	16	1836	0	1	1
7901	7	68	5	0	0	4	437	0	1	1
7902	3	24	94	0	0	0	165	0	1	0
7902	7	63	3	0	0	14	1527	0	1	1
7903	4	32	110	0	0	0	165	0	1	0
7903	6	55	40	0	0	0	165	0	1	0
7903	7	70	2	0	0	12	1191	0	1	1
7904	7	62	6	0	0	6	621	0	1	1
7905	7	66	11	0	0	4	437	0	1	1
7906	7	61	7	0	0	10	935	0	1	1
7907	7	64	8	0	0	18	1980	0	1	1
7908	1	4	3	0	0	0	165	0	1	1
7908	7	67	12	0	0	4	437	0	1	1
7909	2	13	116	0	0	0	165	0	1	0
7909	7	69	1	0	0	16	1836	0	1	1
7910	1	1	6	0	0	0	165	0	1	1
7910	7	65	4	0	0	6	621	0	1	1
7911	5	42	12	0	0	0	165	0	1	0
7911	7	68	5	0	0	4	437	0	1	1
7912	7	63	3	0	0	14	1527	0	1	1
7913	7	70	2	0	0	12	1191	0	1	1
7914	7	66	11	0	0	4	437	0	1	1
7915	7	62	6	0	0	6	621	0	1	1
7916	7	61	7	0	0	10	935	0	1	1
7917	7	64	8	0	0	18	1980	0	1	1
7918	1	4	3	0	0	0	165	0	1	1
7918	7	67	12	0	0	4	437	0	1	1
7919	7	69	1	0	0	16	1836	0	1	1
7920	1	1	6	0	0	0	165	0	1	1
7920	7	65	4	0	0	6	621	0	1	1
7921	7	68	5	0	0	4	437	0	1	1
7922	1	7	8	0	0	0	165	0	1	0
7922	4	34	89	0	0	0	165	0	1	0
7922	7	63	3	0	0	14	1527	0	1	1
7923	7	70	2	0	0	12	1191	0	1	1
7924	7	66	11	0	0	4	437	0	1	1
7925	7	61	7	0	0	10	935	0	1	1
7926	1	9	23	0	0	0	165	0	1	0
7926	7	62	6	0	0	6	621	0	1	1
7927	7	64	8	0	0	18	1980	0	1	1
7928	1	4	3	0	0	0	165	0	1	1
7928	4	40	33	0	0	0	165	0	1	0
7928	7	69	1	0	0	16	1836	0	1	1
7929	1	7	8	0	0	0	165	1	0	1
7929	7	67	12	0	0	4	437	0	1	1
7930	6	59	3	0	0	0	165	0	1	0
7930	7	68	5	0	0	4	437	0	1	1
7931	1	1	6	0	0	0	165	0	1	1
7931	7	63	3	0	0	14	1527	0	1	1
7932	6	53	12	0	0	0	165	0	1	0
7932	7	70	2	0	0	12	1191	0	1	1
7933	1	9	23	0	0	0	165	1	0	1
7933	7	65	4	0	0	6	621	0	1	1
7934	1	7	8	0	0	0	165	0	1	0
7934	7	66	11	0	0	4	437	0	1	1
7935	2	16	44	0	0	0	165	0	1	0
7935	5	50	45	0	0	0	165	0	1	0
7935	7	61	7	0	0	10	935	0	1	1
7936	7	64	8	0	0	18	1980	0	1	1
7937	2	12	73	0	0	0	165	0	1	0
7937	7	69	1	0	0	16	1836	0	1	1
7938	1	9	23	0	0	0	165	0	1	0
7938	3	27	65	0	0	0	165	0	1	0
7938	7	67	12	0	0	4	437	0	1	1
7939	7	62	6	0	0	6	621	0	1	1
7940	1	4	3	0	0	0	165	0	1	1
7940	7	68	5	0	0	4	437	0	1	1
7941	4	38	37	0	0	0	165	0	1	0
7941	7	63	3	0	0	14	1527	0	1	1
7942	1	2	19	0	0	0	165	0	1	0
7942	7	70	2	0	0	12	1191	0	1	1
7943	1	1	6	0	0	0	165	0	1	1
7943	7	65	4	0	0	6	621	0	1	1
7944	7	66	11	0	0	4	437	0	1	1
7945	7	61	7	0	0	10	935	0	1	1
7946	1	7	8	0	0	0	165	0	1	0
7946	7	64	8	0	0	18	1980	0	1	1
7947	7	69	1	0	0	16	1836	0	1	1
7948	5	46	56	0	0	0	165	0	1	0
7948	7	67	12	0	0	4	437	0	1	1
7949	1	2	19	0	0	0	165	1	0	1
7949	7	62	6	0	0	6	621	0	1	1
7950	1	3	58	0	0	0	165	0	1	0
7950	6	57	1	0	0	0	165	0	1	0
7950	7	63	3	0	0	14	1527	0	1	1
7951	1	9	23	0	0	0	165	0	1	0
7951	3	26	102	0	0	0	165	0	1	0
7951	4	40	33	0	0	0	165	0	1	0
7951	7	68	5	0	0	4	437	0	1	1
7952	7	70	2	0	0	12	1191	0	1	1
7953	5	42	12	0	0	0	165	0	1	0
7953	7	66	11	0	0	4	437	0	1	1
7954	1	4	3	0	0	0	165	0	1	1
7954	7	61	7	0	0	10	935	0	1	1
7955	1	2	19	0	0	0	165	0	1	0
7955	6	52	30	0	0	0	165	0	1	0
7955	7	65	4	0	0	6	621	0	1	1
7956	1	1	6	0	0	0	165	0	1	1
7956	5	45	33	0	0	0	165	0	1	0
7956	7	64	8	0	0	18	1980	0	1	1
7957	7	69	1	0	0	16	1836	0	1	1
7958	7	67	12	0	0	4	437	0	1	1
7959	7	63	3	0	0	14	1527	0	1	1
7960	7	62	6	0	0	6	621	0	1	1
7961	7	68	5	0	0	4	437	0	1	1
7962	1	2	19	0	0	0	165	1	0	1
7962	7	70	2	0	0	12	1191	0	1	1
7963	7	66	11	0	0	4	437	0	1	1
7964	7	61	7	0	0	10	935	0	1	1
7965	7	64	8	0	0	18	1980	0	1	1
7966	5	42	12	0	0	0	165	0	1	0
7966	7	69	1	0	0	16	1836	0	1	1
7967	7	65	4	0	0	6	621	0	1	1
