% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
1.464	6	58	147	5	2	0	165	0	0
1.464	7	64	147	5	8	18	1980	0	0
1.465	1	9	147	6	23	0	165	0	0
1.465	2	19	147	6	62	0	165	0	0
1.465	3	23	147	6	23	0	165	0	0
1.465	4	35	147	6	145	0	165	0	0
1.465	5	45	147	6	33	0	165	0	0
1.465	6	59	147	6	3	0	165	0	0
1.465	7	69	147	6	1	16	1836	0	0
1.466	1	5	147	7	49	0	165	0	0
1.466	2	12	147	7	73	0	165	0	0
1.466	3	30	147	7	59	0	165	0	0
1.466	4	40	147	7	33	0	165	0	0
1.466	5	50	147	7	45	0	165	0	0
1.466	6	60	147	7	8	0	165	0	0
1.466	7	68	147	7	5	4	437	0	0
1.467	1	5	147	8	49	0	165	0	0
1.467	2	15	147	8	99	0	165	0	0
1.467	3	27	147	8	65	0	165	0	0
1.467	4	38	147	8	37	0	165	0	0
1.467	5	47	147	8	49	0	165	0	0
1.467	6	53	147	8	12	0	165	0	0
1.467	7	65	147	8	4	6	621	0	0
1.468	1	6	147	9	59	0	165	0	0
1.468	2	14	147	9	108	0	165	0	0
1.468	3	29	147	9	85	0	165	0	0
1.468	4	37	147	9	42	0	165	0	0
1.468	5	46	147	9	56	0	165	0	0
1.468	6	52	147	9	30	0	165	0	0
1.468	7	63	147	9	3	14	1527	0	0
1.469	1	8	147	10	7	0	165	0	0
1.469	2	13	147	10	116	0	165	0	0
1.469	3	24	147	10	94	0	165	0	0
1.469	4	39	147	10	74	0	165	0	0
1.469	5	41	147	10	58	0	165	0	0
1.469	6	55	147	10	40	0	165	0	0
1.469	7	70	147	10	2	12	1191	0	0
1.47	1	7	148	1	8	0	165	0	0
1.47	2	20	148	1	15	0	165	0	0
1.47	3	26	148	1	102	0	165	0	0
1.47	4	34	148	1	89	0	165	0	0
1.47	5	49	148	1	67	0	165	0	0
1.47	6	56	148	1	54	0	165	0	0
1.47	7	66	148	1	11	4	437	0	0
1.471	1	10	148	2	15	0	165	0	0
1.471	2	17	148	2	21	0	165	0	0
1.471	3	21	148	2	237	0	165	0	0
1.471	4	31	148	2	93	0	165	0	0
1.471	5	48	148	2	77	0	165	0	0
1.471	6	54	148	2	55	0	165	0	0
1.471	7	62	148	2	6	6	621	0	0
1.472	1	9	148	3	23	0	165	0	0
1.472	2	11	148	3	34	0	165	0	0
1.472	3	25	148	3	123	0	165	0	0
1.472	4	32	148	3	110	0	165	0	0
1.472	5	44	148	3	105	0	165	0	0
1.472	6	51	148	3	81	0	165	0	0
1.472	7	61	148	3	7	10	935	0	0
1.473	1	5	148	4	49	0	165	0	0
1.473	2	18	148	4	36	0	165	0	0
1.473	3	22	148	4	160	0	165	0	0
1.473	4	36	148	4	121	0	165	0	0
1.473	5	42	148	4	12	0	165	0	0
1.473	6	57	148	4	1	0	165	0	0
1.473	7	67	148	4	12	4	437	0	0
1.474	1	5	148	5	49	0	165	0	0
1.474	2	16	148	5	44	0	165	0	0
1.474	3	28	148	5	219	0	165	0	0
1.474	4	33	148	5	126	0	165	0	0
1.474	5	43	148	5	23	0	165	0	0
1.474	6	53	148	5	12	0	165	0	0
1.474	7	64	148	5	8	18	1980	0	0
1.475	1	6	148	6	59	0	165	0	0
1.475	2	19	148	6	62	0	165	0	0
1.475	3	21	148	6	237	0	165	0	0
1.475	4	35	148	6	145	0	165	0	0
1.475	5	45	148	6	33	0	165	0	0
1.475	6	58	148	6	2	0	165	0	0
1.475	7	69	148	6	1	16	1836	0	0
1.476	1	8	148	7	7	0	165	0	0
1.476	2	12	148	7	73	0	165	0	0
1.476	3	23	148	7	23	0	165	0	0
1.476	4	40	148	7	33	0	165	0	0
1.476	5	50	148	7	45	0	165	0	0
1.476	6	59	148	7	3	0	165	0	0
1.476	7	68	148	7	5	4	437	0	0
1.477	1	7	148	8	8	0	165	0	0
1.477	2	15	148	8	99	0	165	0	0
1.477	3	30	148	8	59	0	165	0	0
1.477	4	38	148	8	37	0	165	0	0
1.477	5	47	148	8	49	0	165	0	0
1.477	6	60	148	8	8	0	165	0	0
1.477	7	63	148	8	3	14	1527	0	0
1.478	1	10	148	9	15	0	165	0	0
1.478	2	14	148	9	108	0	165	0	0
1.478	3	27	148	9	65	0	165	0	0
1.478	4	37	148	9	42	0	165	0	0
1.478	5	46	148	9	56	0	165	0	0
1.478	6	53	148	9	12	0	165	0	0
1.478	7	70	148	9	2	12	1191	0	0
1.479	1	9	148	10	23	0	165	0	0
1.479	2	13	148	10	116	0	165	0	0
1.479	3	29	148	10	85	0	165	0	0
1.479	4	39	148	10	74	0	165	0	0
1.479	5	41	148	10	58	0	165	0	0
1.479	6	52	148	10	30	0	165	0	0
1.479	7	65	148	10	4	6	621	0	0
1.48	1	5	149	1	49	0	165	0	0
1.48	2	20	149	1	15	0	165	0	0
1.48	3	24	149	1	94	0	165	0	0
1.48	4	34	149	1	89	0	165	0	0
1.48	5	49	149	1	67	0	165	0	0
1.48	6	55	149	1	40	0	165	0	0
1.48	7	66	149	1	11	4	437	0	0
1.481	1	6	149	2	59	0	165	0	0
1.481	2	17	149	2	21	0	165	0	0
1.481	3	26	149	2	102	0	165	0	0
1.481	4	31	149	2	93	0	165	0	0
1.481	5	48	149	2	77	0	165	0	0
1.481	6	56	149	2	54	0	165	0	0
1.481	7	61	149	2	7	10	935	0	0
1.482	1	8	149	3	7	0	165	0	0
1.482	2	11	149	3	34	0	165	0	0
1.482	3	25	149	3	123	0	165	0	0
1.482	4	32	149	3	110	0	165	0	0
1.482	5	44	149	3	105	0	165	0	0
1.482	6	54	149	3	55	0	165	0	0
1.482	7	67	149	3	12	4	437	0	0
1.483	1	7	149	4	8	0	165	0	0
1.483	2	18	149	4	36	0	165	0	0
1.483	3	22	149	4	160	0	165	0	0
1.483	4	40	149	4	33	0	165	0	0
1.483	5	42	149	4	12	0	165	0	0
1.483	6	51	149	4	81	0	165	0	0
1.483	7	62	149	4	6	6	621	0	0
1.484	1	10	149	5	15	0	165	0	0
1.484	2	16	149	5	44	0	165	0	0
1.484	3	30	149	5	59	0	165	0	0
1.484	4	36	149	5	121	0	165	0	0
1.484	5	43	149	5	23	0	165	0	0
1.484	6	57	149	5	1	0	165	0	0
1.484	7	64	149	5	8	18	1980	0	0
1.485	1	10	149	6	15	0	165	0	0
1.485	2	19	149	6	62	0	165	0	0
1.485	3	28	149	6	219	0	165	0	0
1.485	4	33	149	6	126	0	165	0	0
1.485	5	45	149	6	33	0	165	0	0
1.485	6	58	149	6	2	0	165	0	0
1.485	7	69	149	6	1	16	1836	0	0
1.486	1	9	149	7	23	0	165	0	0
1.486	2	13	149	7	116	0	165	0	0
1.486	3	29	149	7	85	0	165	0	0
1.486	4	35	149	7	145	0	165	0	0
1.486	5	50	149	7	45	0	165	0	0
1.486	6	59	149	7	3	0	165	0	0
1.486	7	68	149	7	5	4	437	0	0
1.487	1	9	149	8	23	0	165	0	0
1.487	2	12	149	8	73	0	165	0	0
1.487	3	21	149	8	237	0	165	0	0
1.487	4	40	149	8	33	0	165	0	0
1.487	5	49	149	8	67	0	165	0	0
1.487	6	60	149	8	8	0	165	0	0
1.487	7	63	149	8	3	14	1527	0	0
1.488	1	5	149	9	49	0	165	0	0
1.488	2	15	149	9	99	0	165	0	0
1.488	3	23	149	9	23	0	165	0	0
1.488	4	31	149	9	93	0	165	0	0
1.488	5	47	149	9	49	0	165	0	0
1.488	6	53	149	9	12	0	165	0	0
1.488	7	70	149	9	2	12	1191	0	0
1.489	1	6	149	10	59	0	165	0	0
1.489	2	14	149	10	108	0	165	0	0
1.489	3	30	149	10	59	0	165	0	0
1.489	4	38	149	10	37	0	165	0	0
1.489	5	46	149	10	56	0	165	0	0
1.489	6	54	149	10	55	0	165	0	0
1.489	7	66	149	10	11	4	437	0	0
1.49	1	8	150	1	7	0	165	0	0
1.49	2	13	150	1	116	0	165	0	0
1.49	3	27	150	1	65	0	165	0	0
1.49	4	37	150	1	42	0	165	0	0
1.49	5	41	150	1	58	0	165	0	0
1.49	6	52	150	1	30	0	165	0	0
1.49	7	65	150	1	4	6	621	0	0
1.491	1	7	150	2	8	0	165	0	0
1.491	2	20	150	2	15	0	165	0	0
1.491	3	29	150	2	85	0	165	0	0
1.491	4	39	150	2	74	0	165	0	0
1.491	5	49	150	2	67	0	165	0	0
1.491	6	55	150	2	40	0	165	0	0
1.491	7	61	150	2	7	10	935	0	0
1.492	1	10	150	3	15	0	165	0	0
1.492	2	17	150	3	21	0	165	0	0
1.492	3	24	150	3	94	0	165	0	0
1.492	4	34	150	3	89	0	165	0	0
1.492	5	48	150	3	77	0	165	0	0
1.492	6	56	150	3	54	0	165	0	0
1.492	7	67	150	3	12	4	437	0	0
1.493	1	9	150	4	23	0	165	0	0
1.493	2	11	150	4	34	0	165	0	0
1.493	3	29	150	4	85	0	165	0	0
1.493	4	31	150	4	93	0	165	0	0
1.493	5	44	150	4	105	0	165	0	0
1.493	6	54	150	4	55	0	165	0	0
1.493	7	64	150	4	8	18	1980	0	0
1.494	1	9	150	5	23	0	165	0	0
1.494	2	18	150	5	36	0	165	0	0
1.494	3	26	150	5	102	0	165	0	0
1.494	4	32	150	5	110	0	165	0	0
1.494	5	42	150	5	12	0	165	0	0
1.494	6	51	150	5	81	0	165	0	0
1.494	7	69	150	5	1	16	1836	0	0
1.495	1	5	150	6	49	0	165	0	0
1.495	2	16	150	6	44	0	165	0	0
1.495	3	25	150	6	123	0	165	0	0
1.495	4	36	150	6	121	0	165	0	0
1.495	5	43	150	6	23	0	165	0	0
1.495	6	57	150	6	1	0	165	0	0
1.495	7	62	150	6	6	6	621	0	0
1.496	1	6	150	7	59	0	165	0	0
1.496	2	19	150	7	62	0	165	0	0
1.496	3	22	150	7	160	0	165	0	0
1.496	4	33	150	7	126	0	165	0	0
1.496	5	46	150	7	56	0	165	0	0
1.496	6	58	150	7	2	0	165	0	0
1.496	7	68	150	7	5	4	437	0	0
1.497	1	8	150	8	7	0	165	0	0
1.497	2	12	150	8	73	0	165	0	0
1.497	3	27	150	8	65	0	165	0	0
1.497	4	35	150	8	145	0	165	0	0
1.497	5	45	150	8	33	0	165	0	0
1.497	6	59	150	8	3	0	165	0	0
1.497	7	63	150	8	3	14	1527	0	0
1.498	1	7	150	9	8	0	165	0	0
1.498	2	15	150	9	99	0	165	0	0
1.498	3	28	150	9	219	0	165	0	0
1.498	4	40	150	9	33	0	165	0	0
1.498	5	50	150	9	45	0	165	0	0
1.498	6	60	150	9	8	0	165	0	0
1.498	7	70	150	9	2	12	1191	0	0
1.499	1	10	150	10	15	0	165	0	0
1.499	2	14	150	10	108	0	165	0	0
1.499	3	21	150	10	237	0	165	0	0
1.499	4	38	150	10	37	0	165	0	0
1.499	5	47	150	10	49	0	165	0	0
1.499	6	53	150	10	12	0	165	0	0
1.499	7	66	150	10	11	4	437	0	0
1.5	1	9	151	1	23	0	165	0	0
1.5	2	13	151	1	116	0	165	0	0
1.5	3	23	151	1	23	0	165	0	0
1.5	4	37	151	1	42	0	165	0	0
1.5	5	46	151	1	56	0	165	0	0
1.5	6	52	151	1	30	0	165	0	0
1.5	7	61	151	1	7	10	935	0	0
1.501	1	9	151	2	23	0	165	0	0
1.501	2	18	151	2	36	0	165	0	0
1.501	3	30	151	2	59	0	165	0	0
1.501	4	39	151	2	74	0	165	0	0
1.501	5	41	151	2	58	0	165	0	0
1.501	6	55	151	2	40	0	165	0	0
1.501	7	67	151	2	12	4	437	0	0
1.502	1	5	151	3	49	0	165	0	0
1.502	2	16	151	3	44	0	165	0	0
1.502	3	27	151	3	65	0	165	0	0
1.502	4	34	151	3	89	0	165	0	0
1.502	5	49	151	3	67	0	165	0	0
1.502	6	56	151	3	54	0	165	0	0
1.502	7	65	151	3	4	6	621	0	0
1.503	1	6	151	4	59	0	165	0	0
1.503	2	20	151	4	15	0	165	0	0
1.503	3	29	151	4	85	0	165	0	0
1.503	4	31	151	4	93	0	165	0	0
1.503	5	48	151	4	77	0	165	0	0
1.503	6	58	151	4	2	0	165	0	0
1.503	7	64	151	4	8	18	1980	0	0
1.504	1	8	151	5	7	0	165	0	0
1.504	2	17	151	5	21	0	165	0	0
1.504	3	24	151	5	94	0	165	0	0
1.504	4	35	151	5	145	0	165	0	0
1.504	5	44	151	5	105	0	165	0	0
1.504	6	59	151	5	3	0	165	0	0
1.504	7	69	151	5	1	16	1836	0	0
1.505	1	7	151	6	8	0	165	0	0
1.505	2	11	151	6	34	0	165	0	0
1.505	3	28	151	6	219	0	165	0	0
1.505	4	32	151	6	110	0	165	0	0
1.505	5	42	151	6	12	0	165	0	0
1.505	6	54	151	6	55	0	165	0	0
1.505	7	62	151	6	6	6	621	0	0
1.506	1	10	151	7	15	0	165	0	0
1.506	2	18	151	7	36	0	165	0	0
1.506	3	26	151	7	102	0	165	0	0
1.506	4	36	151	7	121	0	165	0	0
1.506	5	43	151	7	23	0	165	0	0
1.506	6	51	151	7	81	0	165	0	0
1.506	7	68	151	7	5	4	437	0	0
1.507	1	9	151	8	23	0	165	0	0
1.507	2	16	151	8	44	0	165	0	0
1.507	3	25	151	8	123	0	165	0	0
1.507	4	33	151	8	126	0	165	0	0
1.507	5	45	151	8	33	0	165	0	0
1.507	6	52	151	8	30	0	165	0	0
1.507	7	63	151	8	3	14	1527	0	0
1.508	1	5	151	9	49	0	165	0	0
1.508	2	19	151	9	62	0	165	0	0
1.508	3	30	151	9	59	0	165	0	0
1.508	4	39	151	9	74	0	165	0	0
1.508	5	50	151	9	45	0	165	0	0
1.508	6	57	151	9	1	0	165	0	0
1.508	7	70	151	9	2	12	1191	0	0
1.509	1	6	151	10	59	0	165	0	0
1.509	2	12	151	10	73	0	165	0	0
1.509	3	22	151	10	160	0	165	0	0
1.509	4	35	151	10	145	0	165	0	0
1.509	5	47	151	10	49	0	165	0	0
1.509	6	58	151	10	2	0	165	0	0
1.509	7	66	151	10	11	4	437	0	0
1.51	1	8	152	1	7	0	165	0	0
1.51	2	15	152	1	99	0	165	0	0
1.51	3	28	152	1	219	0	165	0	0
1.51	4	31	152	1	93	0	165	0	0
1.51	5	46	152	1	56	0	165	0	0
1.51	6	59	152	1	3	0	165	0	0
1.51	7	61	152	1	7	10	935	0	0
1.511	1	8	152	2	7	0	165	0	0
1.511	2	14	152	2	108	0	165	0	0
1.511	3	21	152	2	237	0	165	0	0
1.511	4	40	152	2	33	0	165	0	0
1.511	5	41	152	2	58	0	165	0	0
1.511	6	60	152	2	8	0	165	0	0
1.511	7	67	152	2	12	4	437	0	0
1.512	1	7	152	3	8	0	165	0	0
1.512	2	13	152	3	116	0	165	0	0
1.512	3	23	152	3	23	0	165	0	0
1.512	4	38	152	3	37	0	165	0	0
1.512	5	49	152	3	67	0	165	0	0
1.512	6	54	152	3	55	0	165	0	0
1.512	7	64	152	3	8	18	1980	0	0
1.513	1	10	152	4	15	0	165	0	0
1.513	2	20	152	4	15	0	165	0	0
1.513	3	30	152	4	59	0	165	0	0
1.513	4	37	152	4	42	0	165	0	0
1.513	5	48	152	4	77	0	165	0	0
1.513	6	53	152	4	12	0	165	0	0
1.513	7	69	152	4	1	16	1836	0	0
1.514	1	9	152	5	23	0	165	0	0
1.514	2	17	152	5	21	0	165	0	0
1.514	3	27	152	5	65	0	165	0	0
1.514	4	39	152	5	74	0	165	0	0
1.514	5	44	152	5	105	0	165	0	0
1.514	6	52	152	5	30	0	165	0	0
1.514	7	65	152	5	4	6	621	0	0
1.515	1	5	152	6	49	0	165	0	0
1.515	2	11	152	6	34	0	165	0	0
1.515	3	29	152	6	85	0	165	0	0
1.515	4	34	152	6	89	0	165	0	0
1.515	5	42	152	6	12	0	165	0	0
1.515	6	55	152	6	40	0	165	0	0
1.515	7	68	152	6	5	4	437	0	0
1.516	1	6	152	7	59	0	165	0	0
1.516	2	18	152	7	36	0	165	0	0
1.516	3	24	152	7	94	0	165	0	0
1.516	4	31	152	7	93	0	165	0	0
1.516	5	43	152	7	23	0	165	0	0
1.516	6	58	152	7	2	0	165	0	0
1.516	7	63	152	7	3	14	1527	0	0
1.517	1	8	152	8	7	0	165	0	0
1.517	2	16	152	8	44	0	165	0	0
1.517	3	26	152	8	102	0	165	0	0
1.517	4	32	152	8	110	0	165	0	0
1.517	5	45	152	8	33	0	165	0	0
1.517	6	56	152	8	54	0	165	0	0
1.517	7	62	152	8	6	6	621	0	0
1.518	1	7	152	9	8	0	165	0	0
1.518	2	19	152	9	62	0	165	0	0
1.518	3	25	152	9	123	0	165	0	0
1.518	4	36	152	9	121	0	165	0	0
1.518	5	50	152	9	45	0	165	0	0
1.518	6	54	152	9	55	0	165	0	0
1.518	7	70	152	9	2	12	1191	0	0
1.519	1	10	152	10	15	0	165	0	0
1.519	2	12	152	10	73	0	165	0	0
1.519	3	22	152	10	160	0	165	0	0
1.519	4	33	152	10	126	0	165	0	0
1.519	5	47	152	10	49	0	165	0	0
1.519	6	51	152	10	81	0	165	0	0
1.519	7	66	152	10	11	4	437	0	0
1.52	1	9	153	1	23	0	165	0	0
1.52	2	15	153	1	99	0	165	0	0
1.52	3	28	153	1	219	0	165	0	0
1.52	4	35	153	1	145	0	165	0	0
1.52	5	46	153	1	56	0	165	0	0
1.52	6	57	153	1	1	0	165	0	0
1.52	7	61	153	1	7	10	935	0	0
1.521	1	5	153	2	49	0	165	0	0
1.521	2	14	153	2	108	0	165	0	0
1.521	3	21	153	2	237	0	165	0	0
1.521	4	39	153	2	74	0	165	0	0
1.521	5	41	153	2	58	0	165	0	0
1.521	6	58	153	2	2	0	165	0	0
1.521	7	67	153	2	12	4	437	0	0
1.522	1	5	153	3	49	0	165	0	0
1.522	2	13	153	3	116	0	165	0	0
1.522	3	23	153	3	23	0	165	0	0
1.522	4	40	153	3	33	0	165	0	0
1.522	5	49	153	3	67	0	165	0	0
1.522	6	59	153	3	3	0	165	0	0
1.522	7	64	153	3	8	18	1980	0	0
1.523	1	6	153	4	59	0	165	0	0
1.523	2	20	153	4	15	0	165	0	0
1.523	3	30	153	4	59	0	165	0	0
1.523	4	38	153	4	37	0	165	0	0
1.523	5	48	153	4	77	0	165	0	0
1.523	6	60	153	4	8	0	165	0	0
1.523	7	69	153	4	1	16	1836	0	0
1.524	1	8	153	5	7	0	165	0	0
1.524	2	17	153	5	21	0	165	0	0
1.524	3	26	153	5	102	0	165	0	0
1.524	4	37	153	5	42	0	165	0	0
1.524	5	44	153	5	105	0	165	0	0
1.524	6	56	153	5	54	0	165	0	0
1.524	7	65	153	5	4	6	621	0	0
1.525	1	7	153	6	8	0	165	0	0
1.525	2	11	153	6	34	0	165	0	0
1.525	3	27	153	6	65	0	165	0	0
1.525	4	36	153	6	121	0	165	0	0
1.525	5	50	153	6	45	0	165	0	0
1.525	6	53	153	6	12	0	165	0	0
1.525	7	63	153	6	3	14	1527	0	0
1.526	1	10	153	7	15	0	165	0	0
1.526	2	18	153	7	36	0	165	0	0
1.526	3	29	153	7	85	0	165	0	0
1.526	4	33	153	7	126	0	165	0	0
1.526	5	42	153	7	12	0	165	0	0
1.526	6	52	153	7	30	0	165	0	0
1.526	7	68	153	7	5	4	437	0	0
1.527	1	9	153	8	23	0	165	0	0
1.527	2	16	153	8	44	0	165	0	0
1.527	3	24	153	8	94	0	165	0	0
1.527	4	39	153	8	74	0	165	0	0
1.527	5	43	153	8	23	0	165	0	0
1.527	6	55	153	8	40	0	165	0	0
1.527	7	70	153	8	2	12	1191	0	0
1.528	1	9	153	9	23	0	165	0	0
1.528	2	19	153	9	62	0	165	0	0
1.528	3	26	153	9	102	0	165	0	0
1.528	4	34	153	9	89	0	165	0	0
1.528	5	45	153	9	33	0	165	0	0
1.528	6	58	153	9	2	0	165	0	0
1.528	7	62	153	9	6	6	621	0	0
1.529	1	5	153	10	49	0	165	0	0
1.529	2	12	153	10	73	0	165	0	0
1.529	3	25	153	10	123	0	165	0	0
1.529	4	31	153	10	93	0	165	0	0
1.529	5	50	153	10	45	0	165	0	0
1.529	6	56	153	10	54	0	165	0	0
1.529	7	66	153	10	11	4	437	0	0
1.53	1	6	154	1	59	0	165	0	0
1.53	2	15	154	1	99	0	165	0	0
1.53	3	22	154	1	160	0	165	0	0
1.53	4	32	154	1	110	0	165	0	0
1.53	5	47	154	1	49	0	165	0	0
1.53	6	54	154	1	55	0	165	0	0
1.53	7	61	154	1	7	10	935	0	0
1.531	1	8	154	2	7	0	165	0	0
1.531	2	14	154	2	108	0	165	0	0
1.531	3	28	154	2	219	0	165	0	0
1.531	4	36	154	2	121	0	165	0	0
1.531	5	46	154	2	56	0	165	0	0
1.531	6	51	154	2	81	0	165	0	0
1.531	7	67	154	2	12	4	437	0	0
1.532	1	7	154	3	8	0	165	0	0
1.532	2	13	154	3	116	0	165	0	0
1.532	3	21	154	3	237	0	165	0	0
1.532	4	33	154	3	126	0	165	0	0
1.532	5	41	154	3	58	0	165	0	0
1.532	6	57	154	3	1	0	165	0	0
1.532	7	64	154	3	8	18	1980	0	0
1.533	1	10	154	4	15	0	165	0	0
1.533	2	20	154	4	15	0	165	0	0
1.533	3	23	154	4	23	0	165	0	0
1.533	4	35	154	4	145	0	165	0	0
1.533	5	49	154	4	67	0	165	0	0
1.533	6	58	154	4	2	0	165	0	0
1.533	7	69	154	4	1	16	1836	0	0
1.534	1	9	154	5	23	0	165	0	0
1.534	2	17	154	5	21	0	165	0	0
1.534	3	30	154	5	59	0	165	0	0
1.534	4	40	154	5	33	0	165	0	0
1.534	5	43	154	5	23	0	165	0	0
1.534	6	59	154	5	3	0	165	0	0
1.534	7	63	154	5	3	14	1527	0	0
1.535	1	5	154	6	49	0	165	0	0
1.535	2	11	154	6	34	0	165	0	0
1.535	3	27	154	6	65	0	165	0	0
1.535	4	34	154	6	89	0	165	0	0
1.535	5	48	154	6	77	0	165	0	0
1.535	6	60	154	6	8	0	165	0	0
1.535	7	65	154	6	4	6	621	0	0
1.536	1	6	154	7	59	0	165	0	0
1.536	2	18	154	7	36	0	165	0	0
1.536	3	29	154	7	85	0	165	0	0
1.536	4	38	154	7	37	0	165	0	0
1.536	5	50	154	7	45	0	165	0	0
1.536	6	53	154	7	12	0	165	0	0
1.536	7	68	154	7	5	4	437	0	0
1.537	1	6	154	8	59	0	165	0	0
1.537	2	15	154	8	99	0	165	0	0
1.537	3	22	154	8	160	0	165	0	0
1.537	4	37	154	8	42	0	165	0	0
1.537	5	47	154	8	49	0	165	0	0
1.537	6	52	154	8	30	0	165	0	0
1.537	7	70	154	8	2	12	1191	0	0
1.538	1	8	154	9	7	0	165	0	0
1.538	2	16	154	9	44	0	165	0	0
1.538	3	24	154	9	94	0	165	0	0
1.538	4	39	154	9	74	0	165	0	0
1.538	5	44	154	9	105	0	165	0	0
1.538	6	55	154	9	40	0	165	0	0
1.538	7	66	154	9	11	4	437	0	0
1.539	1	7	154	10	8	0	165	0	0
1.539	2	19	154	10	62	0	165	0	0
1.539	3	26	154	10	102	0	165	0	0
1.539	4	34	154	10	89	0	165	0	0
1.539	5	42	154	10	12	0	165	0	0
1.539	6	56	154	10	54	0	165	0	0
1.539	7	61	154	10	7	10	935	0	0
1.54	1	7	155	1	8	0	165	0	0
1.54	2	12	155	1	73	0	165	0	0
1.54	3	25	155	1	123	0	165	0	0
1.54	4	31	155	1	93	0	165	0	0
1.54	5	43	155	1	23	0	165	0	0
1.54	6	54	155	1	55	0	165	0	0
1.54	7	62	155	1	6	6	621	0	0
1.541	1	10	155	2	15	0	165	0	0
1.541	2	15	155	2	99	0	165	0	0
1.541	3	22	155	2	160	0	165	0	0
1.541	4	40	155	2	33	0	165	0	0
1.541	5	45	155	2	33	0	165	0	0
1.541	6	51	155	2	81	0	165	0	0
1.541	7	67	155	2	12	4	437	0	0
1.542	1	5	155	3	49	0	165	0	0
1.542	2	14	155	3	108	0	165	0	0
1.542	3	28	155	3	219	0	165	0	0
1.542	4	32	155	3	110	0	165	0	0
1.542	5	50	155	3	45	0	165	0	0
1.542	6	57	155	3	1	0	165	0	0
1.542	7	64	155	3	8	18	1980	0	0
1.543	1	9	155	4	23	0	165	0	0
1.543	2	13	155	4	116	0	165	0	0
1.543	3	21	155	4	237	0	165	0	0
1.543	4	36	155	4	121	0	165	0	0
1.543	5	47	155	4	49	0	165	0	0
1.543	6	53	155	4	12	0	165	0	0
1.543	7	69	155	4	1	16	1836	0	0
1.544	1	5	155	5	49	0	165	0	0
1.544	2	20	155	5	15	0	165	0	0
1.544	3	23	155	5	23	0	165	0	0
1.544	4	37	155	5	42	0	165	0	0
1.544	5	46	155	5	56	0	165	0	0
1.544	6	58	155	5	2	0	165	0	0
1.544	7	63	155	5	3	14	1527	0	0
1.545	1	8	155	6	7	0	165	0	0
1.545	2	17	155	6	21	0	165	0	0
1.545	3	30	155	6	59	0	165	0	0
1.545	4	33	155	6	126	0	165	0	0
1.545	5	41	155	6	58	0	165	0	0
1.545	6	55	155	6	40	0	165	0	0
1.545	7	68	155	6	5	4	437	0	0
1.546	1	6	155	7	59	0	165	0	0
1.546	2	11	155	7	34	0	165	0	0
1.546	3	27	155	7	65	0	165	0	0
1.546	4	35	155	7	145	0	165	0	0
1.546	5	49	155	7	67	0	165	0	0
1.546	6	59	155	7	3	0	165	0	0
1.546	7	70	155	7	2	12	1191	0	0
1.547	1	8	155	8	7	0	165	0	0
1.547	2	18	155	8	36	0	165	0	0
1.547	3	29	155	8	85	0	165	0	0
1.547	4	40	155	8	33	0	165	0	0
1.547	5	48	155	8	77	0	165	0	0
1.547	6	60	155	8	8	0	165	0	0
1.547	7	65	155	8	4	6	621	0	0
1.548	1	7	155	9	8	0	165	0	0
1.548	2	16	155	9	44	0	165	0	0
1.548	3	24	155	9	94	0	165	0	0
1.548	4	38	155	9	37	0	165	0	0
1.548	5	44	155	9	105	0	165	0	0
1.548	6	51	155	9	81	0	165	0	0
1.548	7	66	155	9	11	4	437	0	0
1.549	1	10	155	10	15	0	165	0	0
1.549	2	19	155	10	62	0	165	0	0
1.549	3	26	155	10	102	0	165	0	0
1.549	4	37	155	10	42	0	165	0	0
1.549	5	42	155	10	12	0	165	0	0
1.549	6	53	155	10	12	0	165	0	0
1.549	7	61	155	10	7	10	935	0	0
1.55	1	9	156	1	23	0	165	0	0
1.55	2	12	156	1	73	0	165	0	0
1.55	3	25	156	1	123	0	165	0	0
1.55	4	39	156	1	74	0	165	0	0
1.55	5	43	156	1	23	0	165	0	0
1.55	6	52	156	1	30	0	165	0	0
1.55	7	62	156	1	6	6	621	0	0
1.551	1	5	156	2	49	0	165	0	0
1.551	2	15	156	2	99	0	165	0	0
1.551	3	22	156	2	160	0	165	0	0
1.551	4	34	156	2	89	0	165	0	0
1.551	5	45	156	2	33	0	165	0	0
1.551	6	55	156	2	40	0	165	0	0
1.551	7	64	156	2	8	18	1980	0	0
1.552	1	5	156	3	49	0	165	0	0
1.552	2	14	156	3	108	0	165	0	0
1.552	3	28	156	3	219	0	165	0	0
1.552	4	31	156	3	93	0	165	0	0
1.552	5	41	156	3	58	0	165	0	0
1.552	6	56	156	3	54	0	165	0	0
1.552	7	67	156	3	12	4	437	0	0
1.553	1	6	156	4	59	0	165	0	0
1.553	2	13	156	4	116	0	165	0	0
1.553	3	21	156	4	237	0	165	0	0
1.553	4	32	156	4	110	0	165	0	0
1.553	5	50	156	4	45	0	165	0	0
1.553	6	59	156	4	3	0	165	0	0
1.553	7	69	156	4	1	16	1836	0	0
1.554	1	8	156	5	7	0	165	0	0
1.554	2	20	156	5	15	0	165	0	0
1.554	3	23	156	5	23	0	165	0	0
1.554	4	36	156	5	121	0	165	0	0
1.554	5	47	156	5	49	0	165	0	0
1.554	6	54	156	5	55	0	165	0	0
1.554	7	63	156	5	3	14	1527	0	0
