% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
8.498	5	44	850	9	105	0	165	0	0
8.498	6	53	850	9	12	0	165	0	0
8.498	7	67	850	9	12	4	437	0	0
8.499	1	3	850	10	58	0	165	0	0
8.499	2	12	850	10	73	0	165	0	0
8.499	3	29	850	10	85	0	165	0	0
8.499	4	33	850	10	126	0	165	0	0
8.499	5	42	850	10	12	0	165	0	0
8.499	6	58	850	10	2	0	165	0	0
8.499	7	70	850	10	2	12	1191	0	0
8.5	1	2	851	1	19	0	165	0	0
8.5	2	15	851	1	99	0	165	0	0
8.5	3	24	851	1	94	0	165	0	0
8.5	4	35	851	1	145	0	165	0	0
8.5	5	43	851	1	23	0	165	0	0
8.5	6	59	851	1	3	0	165	0	0
8.5	7	61	851	1	7	10	935	0	0
8.501	1	9	851	2	23	0	165	0	0
8.501	2	14	851	2	108	0	165	0	0
8.501	3	26	851	2	102	0	165	0	0
8.501	4	40	851	2	33	0	165	0	0
8.501	5	45	851	2	33	0	165	0	0
8.501	6	60	851	2	8	0	165	0	0
8.501	7	68	851	2	5	4	437	0	0
8.502	1	5	851	3	49	0	165	0	0
8.502	2	13	851	3	116	0	165	0	0
8.502	3	25	851	3	123	0	165	0	0
8.502	4	38	851	3	37	0	165	0	0
8.502	5	50	851	3	45	0	165	0	0
8.502	6	54	851	3	55	0	165	0	0
8.502	7	62	851	3	6	6	621	0	0
8.503	1	7	851	4	8	0	165	0	0
8.503	2	16	851	4	44	0	165	0	0
8.503	3	22	851	4	160	0	165	0	0
8.503	4	37	851	4	42	0	165	0	0
8.503	5	47	851	4	49	0	165	0	0
8.503	6	53	851	4	12	0	165	0	0
8.503	7	64	851	4	8	18	1980	0	0
8.504	1	4	851	5	3	0	165	0	0
8.504	2	11	851	5	34	0	165	0	0
8.504	3	28	851	5	219	0	165	0	0
8.504	4	39	851	5	74	0	165	0	0
8.504	5	46	851	5	56	0	165	0	0
8.504	6	52	851	5	30	0	165	0	0
8.504	7	69	851	5	1	16	1836	0	0
8.505	1	2	851	6	19	0	165	0	0
8.505	2	12	851	6	73	0	165	0	0
8.505	3	23	851	6	23	0	165	0	0
8.505	4	34	851	6	89	0	165	0	0
8.505	5	41	851	6	58	0	165	0	0
8.505	6	55	851	6	40	0	165	0	0
8.505	7	66	851	6	11	4	437	0	0
8.506	1	1	851	7	6	0	165	0	0
8.506	2	15	851	7	99	0	165	0	0
8.506	3	30	851	7	59	0	165	0	0
8.506	4	31	851	7	93	0	165	0	0
8.506	5	49	851	7	67	0	165	0	0
8.506	6	56	851	7	54	0	165	0	0
8.506	7	63	851	7	3	14	1527	0	0
8.507	1	8	851	8	7	0	165	0	0
8.507	2	14	851	8	108	0	165	0	0
8.507	3	27	851	8	65	0	165	0	0
8.507	4	32	851	8	110	0	165	0	0
8.507	5	48	851	8	77	0	165	0	0
8.507	6	54	851	8	55	0	165	0	0
8.507	7	65	851	8	4	6	621	0	0
8.508	1	7	851	9	8	0	165	0	0
8.508	2	13	851	9	116	0	165	0	0
8.508	3	29	851	9	85	0	165	0	0
8.508	4	36	851	9	121	0	165	0	0
8.508	5	44	851	9	105	0	165	0	0
8.508	6	51	851	9	81	0	165	0	0
8.508	7	67	851	9	12	4	437	0	0
8.509	1	6	851	10	59	0	165	0	0
8.509	2	16	851	10	44	0	165	0	0
8.509	3	24	851	10	94	0	165	0	0
8.509	4	33	851	10	126	0	165	0	0
8.509	5	42	851	10	12	0	165	0	0
8.509	6	57	851	10	1	0	165	0	0
8.509	7	70	851	10	2	12	1191	0	0
8.51	1	10	852	1	15	0	165	0	0
8.51	2	11	852	1	34	0	165	0	0
8.51	3	26	852	1	102	0	165	0	0
8.51	4	35	852	1	145	0	165	0	0
8.51	5	43	852	1	23	0	165	0	0
8.51	6	58	852	1	2	0	165	0	0
8.51	7	61	852	1	7	10	935	0	0
8.511	1	3	852	2	58	0	165	0	0
8.511	2	12	852	2	73	0	165	0	0
8.511	3	25	852	2	123	0	165	0	0
8.511	4	40	852	2	33	0	165	0	0
8.511	5	45	852	2	33	0	165	0	0
8.511	6	59	852	2	3	0	165	0	0
8.511	7	68	852	2	5	4	437	0	0
8.512	1	2	852	3	19	0	165	0	0
8.512	2	15	852	3	99	0	165	0	0
8.512	3	22	852	3	160	0	165	0	0
8.512	4	34	852	3	89	0	165	0	0
8.512	5	50	852	3	45	0	165	0	0
8.512	6	60	852	3	8	0	165	0	0
8.512	7	64	852	3	8	18	1980	0	0
8.513	1	9	852	4	23	0	165	0	0
8.513	2	14	852	4	108	0	165	0	0
8.513	3	28	852	4	219	0	165	0	0
8.513	4	38	852	4	37	0	165	0	0
8.513	5	47	852	4	49	0	165	0	0
8.513	6	53	852	4	12	0	165	0	0
8.513	7	69	852	4	1	16	1836	0	0
8.514	1	5	852	5	49	0	165	0	0
8.514	2	14	852	5	108	0	165	0	0
8.514	3	23	852	5	23	0	165	0	0
8.514	4	37	852	5	42	0	165	0	0
8.514	5	46	852	5	56	0	165	0	0
8.514	6	52	852	5	30	0	165	0	0
8.514	7	62	852	5	6	6	621	0	0
8.515	1	4	852	6	3	0	165	0	0
8.515	2	13	852	6	116	0	165	0	0
8.515	3	29	852	6	85	0	165	0	0
8.515	4	39	852	6	74	0	165	0	0
8.515	5	41	852	6	58	0	165	0	0
8.515	6	55	852	6	40	0	165	0	0
8.515	7	66	852	6	11	4	437	0	0
8.516	1	2	852	7	19	0	165	0	0
8.516	2	16	852	7	44	0	165	0	0
8.516	3	30	852	7	59	0	165	0	0
8.516	4	34	852	7	89	0	165	0	0
8.516	5	49	852	7	67	0	165	0	0
8.516	6	57	852	7	1	0	165	0	0
8.516	7	63	852	7	3	14	1527	0	0
8.517	1	1	852	8	6	0	165	0	0
8.517	2	11	852	8	34	0	165	0	0
8.517	3	27	852	8	65	0	165	0	0
8.517	4	31	852	8	93	0	165	0	0
8.517	5	48	852	8	77	0	165	0	0
8.517	6	56	852	8	54	0	165	0	0
8.517	7	70	852	8	2	12	1191	0	0
8.518	1	8	852	9	7	0	165	0	0
8.518	2	12	852	9	73	0	165	0	0
8.518	3	29	852	9	85	0	165	0	0
8.518	4	32	852	9	110	0	165	0	0
8.518	5	44	852	9	105	0	165	0	0
8.518	6	54	852	9	55	0	165	0	0
8.518	7	67	852	9	12	4	437	0	0
8.519	1	7	852	10	8	0	165	0	0
8.519	2	15	852	10	99	0	165	0	0
8.519	3	24	852	10	94	0	165	0	0
8.519	4	36	852	10	121	0	165	0	0
8.519	5	42	852	10	12	0	165	0	0
8.519	6	51	852	10	81	0	165	0	0
8.519	7	65	852	10	4	6	621	0	0
8.52	1	6	853	1	59	0	165	0	0
8.52	2	14	853	1	108	0	165	0	0
8.52	3	26	853	1	102	0	165	0	0
8.52	4	33	853	1	126	0	165	0	0
8.52	5	43	853	1	23	0	165	0	0
8.52	6	57	853	1	1	0	165	0	0
8.52	7	61	853	1	7	10	935	0	0
8.521	1	10	853	2	15	0	165	0	0
8.521	2	13	853	2	116	0	165	0	0
8.521	3	25	853	2	123	0	165	0	0
8.521	4	37	853	2	42	0	165	0	0
8.521	5	45	853	2	33	0	165	0	0
8.521	6	58	853	2	2	0	165	0	0
8.521	7	68	853	2	5	4	437	0	0
8.522	1	3	853	3	58	0	165	0	0
8.522	2	16	853	3	44	0	165	0	0
8.522	3	22	853	3	160	0	165	0	0
8.522	4	35	853	3	145	0	165	0	0
8.522	5	50	853	3	45	0	165	0	0
8.522	6	59	853	3	3	0	165	0	0
8.522	7	64	853	3	8	18	1980	0	0
8.523	1	9	853	4	23	0	165	0	0
8.523	2	11	853	4	34	0	165	0	0
8.523	3	28	853	4	219	0	165	0	0
8.523	4	40	853	4	33	0	165	0	0
8.523	5	47	853	4	49	0	165	0	0
8.523	6	60	853	4	8	0	165	0	0
8.523	7	69	853	4	1	16	1836	0	0
8.524	1	5	853	5	49	0	165	0	0
8.524	2	12	853	5	73	0	165	0	0
8.524	3	23	853	5	23	0	165	0	0
8.524	4	38	853	5	37	0	165	0	0
8.524	5	46	853	5	56	0	165	0	0
8.524	6	53	853	5	12	0	165	0	0
8.524	7	62	853	5	6	6	621	0	0
8.525	1	4	853	6	3	0	165	0	0
8.525	2	15	853	6	99	0	165	0	0
8.525	3	30	853	6	59	0	165	0	0
8.525	4	37	853	6	42	0	165	0	0
8.525	5	41	853	6	58	0	165	0	0
8.525	6	52	853	6	30	0	165	0	0
8.525	7	66	853	6	11	4	437	0	0
8.526	1	2	853	7	19	0	165	0	0
8.526	2	14	853	7	108	0	165	0	0
8.526	3	27	853	7	65	0	165	0	0
8.526	4	39	853	7	74	0	165	0	0
8.526	5	49	853	7	67	0	165	0	0
8.526	6	55	853	7	40	0	165	0	0
8.526	7	63	853	7	3	14	1527	0	0
8.527	1	1	853	8	6	0	165	0	0
8.527	2	13	853	8	116	0	165	0	0
8.527	3	29	853	8	85	0	165	0	0
8.527	4	34	853	8	89	0	165	0	0
8.527	5	48	853	8	77	0	165	0	0
8.527	6	56	853	8	54	0	165	0	0
8.527	7	70	853	8	2	12	1191	0	0
8.528	1	8	853	9	7	0	165	0	0
8.528	2	16	853	9	44	0	165	0	0
8.528	3	24	853	9	94	0	165	0	0
8.528	4	31	853	9	93	0	165	0	0
8.528	5	44	853	9	105	0	165	0	0
8.528	6	58	853	9	2	0	165	0	0
8.528	7	67	853	9	12	4	437	0	0
8.529	1	7	853	10	8	0	165	0	0
8.529	2	11	853	10	34	0	165	0	0
8.529	3	26	853	10	102	0	165	0	0
8.529	4	32	853	10	110	0	165	0	0
8.529	5	42	853	10	12	0	165	0	0
8.529	6	54	853	10	55	0	165	0	0
8.529	7	61	853	10	7	10	935	0	0
8.53	1	6	854	1	59	0	165	0	0
8.53	2	12	854	1	73	0	165	0	0
8.53	3	25	854	1	123	0	165	0	0
8.53	4	36	854	1	121	0	165	0	0
8.53	5	43	854	1	23	0	165	0	0
